ticker,name,close,volume,market_cap_basic,premarket_change,premarket_change_abs,premarket_volume
NASDAQ:GPAK,GPAK,0.168,3035517,4297326.0,-39.2857142857143,-0.06600000000000002,622711
AMEX:VINE,VINE,0.4369,1878206,6980010.0,-31.563286793316554,-0.13790000000000002,75241
NASDAQ:AVTX,AVTX,11.05,6735,11427136.000000002,-27.60180995475114,-3.0500000000000007,100
OTC:HTCMF,HTCMF,30.8,144,6549660699.467189,-26.259243506493508,-8.087847,260
NASDAQ:INTC,INTC,29.05,107657429,123665846752.00002,-24.337349397590362,-7.07,8754631
NASDAQ:CONN,CONN,0.251,818787,6246379.0,-24.302788844621514,-0.061,320386
NYSE:TIXT,TIXT,6.48,321173,1782000090.5188472,-23.611111111111114,-1.5300000000000002,21757
NASDAQ:BBLG,BBLG,2.72,67816558,2993330.0,-22.058823529411768,-0.6000000000000001,432921
NYSE:PCOR,PCOR,67.22,2285871,9835940831.0,-21.89824457006843,-14.719999999999999,65837
AMEX:QQQU,QQQU,32.53,64583,,-21.7645250537965,-7.080000000000002,3049
NASDAQ:CBNK,CBNK,25.0,46695,347481275.0,-20.0,-5.0,269
AMEX:TAXF,TAXF,50.82,53901,,-19.67729240456513,-10.0,100
NASDAQ:AMZZ,AMZZ,26.36,428646,,-19.38543247344461,-5.109999999999999,9508
NASDAQ:SMSI,SMSI,2.48,69599,26351157.000000004,-19.35483870967742,-0.48,13675
NYSE:XPOF,XPOF,17.03,641188,816111706.0,-19.26012918379331,-3.280000000000001,2731
NYSE:SNAP,SNAP,12.81,62366477,21021718822.999996,-19.125683060109296,-2.450000000000001,1036974
NASDAQ:AMZU,AMZU,33.22,2795147,,-19.1149909692956,-6.349999999999998,77934
NASDAQ:BTSG,BTSG,12.23,923900,2095245664.0,-18.233851185609158,-2.2300000000000004,388
NASDAQ:APEI,APEI,18.47,467010,324611415.00000006,-17.975094748240384,-3.3199999999999985,1160
NASDAQ:TWG,TWG,1.05,2747634,30449999.999999996,-16.495238095238097,-0.17320000000000002,26385
NASDAQ:GNLN,GNLN,0.2699,573501,1570638.0,-15.524268247499062,-0.041899999999999965,37044
NASDAQ:NEON,NEON,2.81,69096,43160143.0,-14.590747330960859,-0.41000000000000014,348
NASDAQ:LXRX,LXRX,2.02,3921635,730214396.9999999,-14.356435643564359,-0.29000000000000004,83011
NASDAQ:RENB,RENB,0.7001,3669331,103268212.0,-14.29795743465219,-0.10009999999999997,3911
NYSE:CTOS,CTOS,4.66,922590,1120348622.0,-14.163090128755368,-0.6600000000000001,3015
NASDAQ:OPEN,OPEN,2.13,36257922,1473056935.0,-14.084507042253513,-0.2999999999999998,970891
NASDAQ:DSGN,DSGN,5.05,176191,285299967.0,-13.861386138613865,-0.7000000000000002,20200
NASDAQ:BIMI,BIMI,0.48,5984535,5562993.0,-13.624999999999993,-0.06539999999999996,52686
AMEX:SOXL,SOXL,35.0,163864189,,-13.573428571428567,-4.750699999999998,11578614
NYSE:TPC,TPC,23.72,633203,1240180254.0,-13.532883642495774,-3.2099999999999973,1844
NASDAQ:LSH,LSH,3.88,2157350,29100000.000000004,-13.402061855670103,-0.52,27499
AMEX:NVDX,NVDX,12.5,13881498,,-13.120000000000005,-1.6400000000000006,965203
AMEX:BULZ,BULZ,128.89,144571,,-13.096438823803231,-16.87999999999998,13076
OTC:VSMR,VSMR,0.028508,10000,3411164.0,-13.006875263084044,-0.0037079999999999995,10000
NASDAQ:NVDU,NVDU,82.16,1481299,,-12.986854917234666,-10.670000000000002,56469
NASDAQ:RDHL,RDHL,0.76,360101867,24218916.0,-12.973684210526319,-0.09860000000000002,3527457
NASDAQ:NVDL,NVDL,51.45,44179179,,-12.944606413994176,-6.660000000000004,2066126
OTC:FNMAS,FNMAS,4.3,1673145,1459190424.0,-12.790697674418603,-0.5499999999999998,150000
NYSE:GTLS,GTLS,153.85,558608,6584940365.0,-12.440688982775422,-19.139999999999986,6870
AMEX:INTT,INTT,10.04,112141,125395996.99999999,-12.350597609561738,-1.2399999999999984,300
NASDAQ:TEAM,TEAM,173.24,2384621,45094054599.00001,-12.22004156084046,-21.170000000000016,99136
NASDAQ:RNLX,RNLX,0.4154,755892,34873729.5456,-12.181030332209913,-0.05059999999999998,28019
NASDAQ:NXTT,NXTT,1.92,1519337,5040249.000000001,-11.979166666666666,-0.22999999999999998,32347
NASDAQ:HUGE,HUGE,0.093,86284004,3760702.9999999995,-11.827956989247307,-0.010999999999999996,1547538
AMEX:SATX,SATX,0.678,209487,57504006.0,-11.342182890855469,-0.07690000000000008,100
NASDAQ:NUZE,NUZE,5.29,1060246,12629525.999999998,-11.153119092627596,-0.5899999999999999,25751
OTC:HTHIF,HTHIF,23.9999,14361,111265059831.15279,-11.124308851286886,-2.669823000000001,900
NASDAQ:ESLA,ESLA,1.77,58767,64386038.0,-10.734463276836156,-0.18999999999999995,5274
NASDAQ:CNTG,CNTG,0.335,63520,9715046.0,-10.44776119402986,-0.03500000000000003,933
NYSE:BHC,BHC,6.1,3998289,2237460077.4144034,-10.327868852459016,-0.6299999999999999,84838
