ticker,name,close,volume,market_cap_basic,premarket_change,premarket_change_abs,premarket_volume
NASDAQ:FFIE,FFIE,0.316,23769738,139523893.0,22.0886075949367,0.06979999999999997,21980916
NASDAQ:PMEC,PMEC,0.5262,12767859,20021900.0,57.392626377803126,0.30200000000000005,6898471
NASDAQ:BNOX,BNOX,0.8341,4451635,8919350.0,8.668025416616716,0.07230000000000003,6203238
NASDAQ:VWE,VWE,0.0597,32323739,3750019.0,-2.6800670016750487,-0.0016000000000000042,5395005
NASDAQ:NVDA,NVDA,103.73,486813105,2551758082581.0,6.5844018123975685,6.829999999999998,4780903
NASDAQ:SQQQ,SQQQ,9.43,202977703,,-4.358430540827143,-0.4109999999999996,3135446
NASDAQ:MHUA,MHUA,1.03,19357,26219268.0,39.80582524271844,0.4099999999999999,2900047
AMEX:SOXL,SOXL,37.24,108585525,,10.875402792696018,4.049999999999997,2195510
NASDAQ:NUZE,NUZE,3.7,3129951,8833506.0,64.86486486486484,2.3999999999999995,1918387
NASDAQ:NVD,NVD,2.93,47046581,,-12.62798634812287,-0.3700000000000001,1834010
NASDAQ:VBIV,VBIV,0.124,20548038,3556602.0,4.032258064516133,0.0050000000000000044,1630570
NASDAQ:TQQQ,TQQQ,62.79,71529251,,4.300047778308641,2.6999999999999957,1384471
AMEX:SOXS,SOXS,29.34,62580071,,-10.770279481935924,-3.16,1029925
NASDAQ:MAXN,MAXN,0.18,55231560,10026999.999999998,0.1111111111111143,0.00020000000000000573,1000092
NASDAQ:SERV,SERV,15.0,71235432,556480000.0,-7.06666666666667,-1.0600000000000005,998666
NASDAQ:BIMI,BIMI,0.391,3208510,4531522.0,31.329923273657272,0.12249999999999994,947353
NASDAQ:TSLL,TSLL,10.88,45335125,,2.2977941176470584,0.25,814035
NASDAQ:JTAI,JTAI,0.3351,57230217,4693123.0,-18.94956729334527,-0.0635,759647
NASDAQ:PRST,PRST,0.035,64235325,5560811.0,4.857142857142857,0.0017000000000000001,758686
NASDAQ:AGRI,AGRI,0.0711,6711274,4586269.0,-3.0942334739803004,-0.0021999999999999936,728328
AMEX:NVDQ,NVDQ,7.995,14787796,,-12.945590994371484,-1.0350000000000001,683607
NASDAQ:ATPC,ATPC,0.135,198437284,10390507.0,-4.148148148148164,-0.005600000000000022,642436
NASDAQ:QQQ,QQQ,457.53,41311130,,1.4884269883942043,6.810000000000002,623569
AMEX:SPY,SPY,542.0,46853445,,0.9225092250922509,5.0,590356
NASDAQ:NVDL,NVDL,47.1,33544542,,13.057324840764329,6.149999999999999,550807
NASDAQ:ALXO,ALXO,5.45,1371217,283945564.0,5.5045871559633,0.2999999999999998,522249
NASDAQ:IMNN,IMNN,3.32,141220840,31210948.999999996,-12.951807228915655,-0.4299999999999997,468977
NASDAQ:AMD,AMD,138.44,68799367,223762492340.0,8.530771453337188,11.810000000000002,412747
NYSE:LUMN,LUMN,2.67,161091144,2710145574.0,-8.239700374531827,-0.21999999999999975,402840
NASDAQ:FGEN,FGEN,1.03,4012721,102459653.99999999,-44.66990291262136,-0.46010000000000006,384836
NASDAQ:TIVC,TIVC,0.577,49948394,3567933.0,-11.611785095320617,-0.06699999999999995,376927
NASDAQ:PITA,PITA,4.3,279613,56963000.0,32.093023255813954,1.38,368389
NASDAQ:TSLA,TSLA,222.62,100554682,711190825988.0001,1.1903692390620815,2.6500000000000057,354713
AMEX:SPXS,SPXS,8.03,51929165,,-2.9887920298879123,-0.23999999999999932,345840
NASDAQ:NCPL,NCPL,0.083,4280443,3364876.0,-16.626506024096393,-0.013800000000000007,337998
AMEX:TNA,TNA,47.26,21297792,,2.0524756665256008,0.9699999999999989,320249
NYSE:NIO,NIO,4.42,41983771,8211738496.615841,1.9230769230769222,0.08499999999999996,303696
NASDAQ:HOLO,HOLO,0.4238,21179060,34748570.0,-0.5191127890514476,-0.0022000000000000353,279338
NASDAQ:ENVB,ENVB,0.5814,50968383,4624204.0,-12.005503955968347,-0.06979999999999997,277337
NASDAQ:CNSP,CNSP,0.41,46661320,1175992.0,-1.341463414634134,-0.005499999999999949,267186
NASDAQ:SOUN,SOUN,4.95,19096938,1629391632.0000002,1.414141414141402,0.0699999999999994,214579
NASDAQ:MSFT,MSFT,422.92,32682981,3143271017748.0,-3.5396765345691925,-14.970000000000027,213501
NASDAQ:NDRA,NDRA,0.086,31326293,6043504.999999999,-6.395348837209293,-0.005499999999999991,209203
AMEX:TZA,TZA,13.83,30694280,,-2.024584237165578,-0.27999999999999936,205645
AMEX:SPXU,SPXU,29.44,11123830,,-2.785326086956523,-0.8200000000000003,186825
AMEX:BITO,BITO,22.95,6817814,,0.43572984749455956,0.10000000000000142,178082
NASDAQ:BLMZ,BLMZ,1.67,640947,20766500.0,8.38323353293414,0.14000000000000012,168139
AMEX:TPET,TPET,0.258,1833492,12984700.0,1.9767441860465091,0.005099999999999993,166880
NASDAQ:INTC,INTC,30.13,48255303,128263406427.00002,2.25688682376369,0.6799999999999997,166793
NASDAQ:SOFI,SOFI,7.42,90516136,7844595812.999999,1.078167115902966,0.08000000000000007,165843
