ticker,name,close,volume,market_cap_basic,premarket_change,premarket_change_abs,premarket_volume
NASDAQ:QXO,QXO,11.445,8224923,40189181.0,-81.98347107438016,-49.6,2085357
OTC:RADLY,RADLY,7.45,2250,8311271343.8837,-37.5,-3.0,305
NASDAQ:SYM,SYM,28.2,3195281,2881460389.087847,-25.42801010384508,-9.060000000000002,641846
NYSE:SMRT,SMRT,1.95,1472866,393564651.18750006,-22.499999999999993,-0.5399999999999998,59599
NASDAQ:CAAS,CAAS,3.9899,115005,120437927.72063917,-20.2061855670103,-0.9799999999999995,44318
NASDAQ:CNSP,CNSP,0.7092,24309368,2034179.9480769231,-18.461538461538467,-0.19200000000000006,20045412
NASDAQ:ONEW,ONEW,25.9,74137,415002369.71766245,-17.92514773473408,-5.460000000000001,2000
NASDAQ:EKSO,EKSO,1.095,376953,19818690.36363636,-17.84511784511785,-0.2650000000000001,38221
NASDAQ:CGTX,CGTX,1.17,2379642,46868439.72180451,-17.263157894736842,-0.22960000000000003,1396599
NASDAQ:WWD,WWD,154.9332,548692,9438506745.401197,-16.758556689775634,-30.69999999999999,5013
NASDAQ:BIMI,BIMI,0.822932,189151,9537427.167931035,-15.51724137931034,-0.17999999999999994,81030
NASDAQ:CJJD,CJJD,2.57,2157,17100977.23255814,-14.728682170542632,-0.3799999999999999,501
AMEX:BTTR,BTTR,2.76,103391,2529068.1556886225,-13.173652694610777,-0.43999999999999995,23684
NASDAQ:NVAX,NVAX,13.325,5763315,1870877301.3154688,-13.093788063337405,-2.150000000000002,782313
NASDAQ:LSCC,LSCC,50.09,2491462,6889699160.506369,-13.045851528384283,-7.170000000000002,160396
NASDAQ:NLSP,NLSP,0.1969,2602215,9187938.4679213,-12.917023096663815,-0.030200000000000005,1407246
AMEX:LPTV,LPTV,0.13,2473716,10276335.421994884,-12.915601023017917,-0.020200000000000023,1080797
NASDAQ:ALBT,ALBT,0.3601,4778,3660166.4044386414,-12.506527415143603,-0.0479,282
NASDAQ:LIPO,LIPO,0.7506,1992218,5708790.472419929,-12.25533807829181,-0.11019999999999996,1080095
NASDAQ:SLNO,SLNO,47.775,6578,1739551215.9389014,-11.53599658192695,-5.400000000000006,270
NASDAQ:BLMZ,BLMZ,1.925,295024,23937412.45136187,-10.894941634241238,-0.2799999999999998,65831
AMEX:GBTC,GBTC,52.875,793241,,-10.857908847184982,-6.479999999999997,95141
NASDAQ:HEES,HEES,51.135,89987,1867826080.871601,-10.309667673716014,-5.460000000000001,2500
NYSE:ECL,ECL,231.155,585271,66010885175.925545,-10.172636334301387,-25.22,1150
NASDAQ:EVOK,EVOK,0.4101,47176,3525796.2006,-9.999999999999998,-0.04999999999999999,1625
NASDAQ:YIBO,YIBO,3.84,244309,206905351.73803526,-9.571788413098245,-0.38000000000000034,82423
NASDAQ:SPGC,SPGC,4.78,23476,8144489.999999999,-9.318996415770618,-0.5200000000000005,912
NASDAQ:SANM,SANM,72.0612,127543,3996052769.0155873,-9.284951974386333,-6.959999999999994,1685
OTC:BELGF,BELGF,0.95,467599,1118474803.642857,-9.252631578947366,-0.08789999999999998,456600
NASDAQ:BHAC,BHAC,11.415,155373,91912952.9515306,-9.013605442176875,-1.0600000000000005,150000
NASDAQ:WINT,WINT,6.43,83763,3805975.1342465747,-8.904109589041088,-0.6499999999999995,22312
NASDAQ:IPGP,IPGP,86.32,54897,3933446649.595251,-8.686223033900239,-7.609999999999999,7590
NASDAQ:ANTX,ANTX,2.5809,5144,76985764.27541177,-8.627450980392148,-0.21999999999999975,111
NASDAQ:TKLF,TKLF,0.5681,132144,24931032.0,-8.382726502963587,-0.04949999999999999,31776
NASDAQ:CREV,CREV,8.41,14783,15854396.505555555,-8.333333333333332,-0.75,3277
NASDAQ:CETU,CETU,7.22,2012,27730656.52724968,-8.238276299112794,-0.6499999999999995,100
NASDAQ:VBIV,VBIV,0.556253,124804,15954602.0,-8.135326910596435,-0.04525299999999999,4690
NYSE:GLW,GLW,38.26,5609532,32774253224.8402,-8.130271790065603,-3.469999999999999,299058
NASDAQ:HUDI,HUDI,2.7033,5254,38546846.56397112,-7.942238267148022,-0.2200000000000002,1373
NASDAQ:AAGR,AAGR,0.1595,154718,9229758.740412978,-7.846607669616522,-0.013300000000000006,57887
NASDAQ:CYTH,CYTH,1.135,20229,32477326.686440684,-7.627118644067784,-0.08999999999999986,8253
NASDAQ:BACK,BACK,1.7,10969,1952145.3757225433,-7.514450867052017,-0.1299999999999999,2003
NASDAQ:SKYX,SKYX,1.0471,423138,104886353.9552459,-7.377049180327876,-0.09000000000000008,277381
NASDAQ:SLE,SLE,1.35,12546,9659024.021739133,-7.246376811594193,-0.09999999999999987,964
NASDAQ:SLGL,SLGL,0.42,60414,11700200.044543428,-7.238307349665931,-0.03250000000000003,33224
NASDAQ:VTVT,VTVT,16.01,9202,48193359.035625,-6.9374999999999964,-1.1099999999999994,1254
NASDAQ:NKGN,NKGN,1.12,435922,28863669.632000003,-6.912000000000003,-0.08640000000000003,249656
NASDAQ:LCFY,LCFY,4.7145,4566,6016875.693514644,-6.90376569037657,-0.33000000000000007,1960
NYSE:GPK,GPK,27.91,429093,8576573232.268476,-6.890396287040354,-1.9300000000000033,400
NASDAQ:AMKR,AMKR,33.04,1014015,8133464980.036169,-6.888297872340435,-2.5900000000000034,24342
