ticker,name,close,volume,market_cap_basic,premarket_change,premarket_change_abs,premarket_volume
NASDAQ:QXO,QXO,60.5,2001285.0,40189180.99999999,-82.0,-49.61,1540566
NASDAQ:SYM,SYM,35.63,3009889.0,3640653676.0,-27.7855739545327,-9.900000000000002,552921
NYSE:SMRT,SMRT,2.4,376609.0,484387263.00000006,-21.250000000000004,-0.51,46075
NASDAQ:ONEW,ONEW,30.46,154724.0,488068424.0,-21.20814182534472,-6.460000000000001,1700
NASDAQ:CNSP,CNSP,1.04,400012.0,2983005.0,-21.15384615384616,-0.22000000000000008,19690974
NASDAQ:EKSO,EKSO,1.485,479476.0,26877401.999999996,-19.865319865319876,-0.29500000000000015,24785
NASDAQ:CAAS,CAAS,4.85,245328.0,146400648.99999997,-19.79381443298968,-0.9599999999999995,38196
NASDAQ:CGTX,CGTX,1.33,26477447.0,53277799.0,-17.3233082706767,-0.23040000000000016,1366164
NASDAQ:LSCC,LSCC,54.96,3002202.0,7559550127.0,-15.756914119359541,-8.660000000000004,129614
NASDAQ:BIMI,BIMI,1.16,112699.0,13443900.0,-14.827586206896548,-0.17199999999999993,80788
NASDAQ:CJJD,CJJD,2.58,7240.0,17167518.0,-14.728682170542632,-0.3799999999999999,501
NASDAQ:NLSP,NLSP,0.2338,119232718.0,10909802.000000002,-14.627887082976907,-0.03420000000000001,1370811
NASDAQ:WWD,WWD,183.19,593358.0,11159906661.0,-12.71357606856269,-23.289999999999992,3568
NASDAQ:ALBT,ALBT,0.383,20902.0,3892928.9999999995,-12.506527415143603,-0.0479,282
NASDAQ:SLNO,SLNO,46.81,293087.0,1704414283.9999998,-11.53599658192695,-5.400000000000006,270
AMEX:LPTV,LPTV,0.1564,49206515.0,12363222.0,-11.317135549872136,-0.01770000000000002,1054436
NASDAQ:LIPO,LIPO,0.8992,195019811.0,6838987.999999999,-11.254448398576509,-0.10119999999999996,1051084
NASDAQ:NVAX,NVAX,16.42,5237632.0,2305426288.0,-10.779537149817303,-1.7700000000000014,725388
AMEX:GBTC,GBTC,59.68,7057476.0,,-10.740616621983909,-6.409999999999997,87370
AMEX:BTTR,BTTR,3.34,43686.0,3060539.0,-10.479041916167654,-0.34999999999999964,23098
NASDAQ:HEES,HEES,52.96,279345.0,1934488496.0,-10.309667673716014,-5.460000000000001,2500
NASDAQ:BLMZ,BLMZ,2.57,711947.0,31958000.0,-10.11673151750972,-0.2599999999999998,63770
NASDAQ:EVOK,EVOK,0.5,28150.0,4298703.0,-9.999999999999998,-0.04999999999999999,1625
NASDAQ:SANM,SANM,74.96,470885.0,4156801657.0,-9.951974386339375,-7.459999999999994,1103
NASDAQ:BFI,BFI,0.4704,37034642.0,12890629.000000002,-9.863945578231291,-0.0464,1008236
OTC:BELGF,BELGF,0.95,17507.0,1118474803.642857,-9.252631578947366,-0.08789999999999998,456600
NASDAQ:WINT,WINT,7.3,1724881.0,4320935.999999999,-9.041095890410961,-0.6600000000000001,21800
NASDAQ:PMN,PMN,1.66,298228.0,31475450.0,-9.036144578313248,-0.1499999999999999,26478
NASDAQ:BHAC,BHAC,11.76,151563.0,94690874.0,-9.013605442176875,-1.0600000000000005,150000
NASDAQ:ANTX,ANTX,2.55,69479.0,76064047.0,-8.627450980392148,-0.21999999999999975,111
NASDAQ:TKLF,TKLF,0.5905,817003.0,24931032.0,-8.552074513124468,-0.05049999999999999,31336
NASDAQ:CREV,CREV,9.0,347083.0,16966655.0,-8.333333333333332,-0.75,3277
NASDAQ:CETU,CETU,7.89,125132.0,30303999.999999996,-8.238276299112794,-0.6499999999999995,100
NASDAQ:VBIV,VBIV,0.556253,124804.0,15954602.0,-8.135326910596435,-0.04525299999999999,4690
NASDAQ:SPGC,SPGC,5.58,203824.3,8144489.999999999,-8.06451612903226,-0.4500000000000002,712
NASDAQ:HUDI,HUDI,2.77,104820.0,39497934.0,-7.942238267148022,-0.2200000000000002,1373
NASDAQ:ONCO,ONCO,0.177,1734547.0,3952671.0,-7.7966101694915135,-0.013799999999999979,129977
NASDAQ:CYTH,CYTH,1.18,1436698.0,33764974.00000001,-7.627118644067784,-0.08999999999999986,8253
NASDAQ:HEPA,HEPA,0.7926,58051.0,4596387.0,-7.519555892001008,-0.059599999999999986,1327
NASDAQ:BACK,BACK,1.73,190191.0,1986595.0,-7.514450867052017,-0.1299999999999999,2003
NYSE:GLW,GLW,42.68,11589686.0,36560510392.99999,-7.450796626054357,-3.1799999999999997,284112
NASDAQ:IMNM,IMNM,15.76,838328.0,945109377.0,-7.296954314720814,-1.1500000000000004,986
NASDAQ:SLE,SLE,1.38,60393.0,9873669.0,-7.246376811594193,-0.09999999999999987,964
NASDAQ:VTVT,VTVT,16.0,134930.0,48163257.0,-6.9374999999999964,-1.1099999999999994,1254
NYSE:AGCO,AGCO,102.05,818274.0,7614920121.999999,-6.9181773640372395,-7.060000000000002,17042
NASDAQ:LCFY,LCFY,4.78,35332.0,6100470.0,-6.90376569037657,-0.33000000000000007,1960
NYSE:GPK,GPK,28.01,2877539.0,8607302624.0,-6.890396287040354,-1.9300000000000033,400
AMEX:MITQ,MITQ,0.644,69451.0,6559378.999999999,-6.832298136645969,-0.04400000000000004,1371
NYSE:ONTF,ONTF,6.53,100609.0,273380811.0,-6.738131699846867,-0.4400000000000004,12063
NYSE:STG,STG,8.4,4522.0,112022874.0,-6.547619047619056,-0.5500000000000007,500
