ticker,name,close,volume,market_cap_basic,premarket_change,premarket_change_abs,premarket_volume
NASDAQ:HUGE,HUGE,0.101,3042147,4084204.565517242,19.999999999999996,0.020199999999999996,48525146
NASDAQ:RDHL,RDHL,0.3841,170119,12240112.0,44.493621452746694,0.17090000000000005,44516858
NASDAQ:BBLG,BBLG,2.16,4665577,2377056.0,56.94444444444444,1.23,17910662
NASDAQ:RCM,RCM,12.88,1368893,5425767262.999999,9.161490683229811,1.1799999999999997,10963666
NASDAQ:NVDA,NVDA,117.02,473159025,2878691917419.0,2.1192958468637872,2.480000000000004,10311928
NASDAQ:IMRX,IMRX,1.13,6812184,33508290.999999996,28.318584070796472,0.32000000000000006,10094635
NASDAQ:NVD,NVD,2.2,67842571,,-4.550000000000013,-0.1001000000000003,6307199
NASDAQ:VWE,VWE,0.0519,25498614,3260066.9999999995,-37.57225433526012,-0.019500000000000003,6236246
NASDAQ:SQQQ,SQQQ,8.59,244349939,,-1.513387660069837,-0.129999999999999,5635644
NASDAQ:PRST,PRST,0.0389,207080149,6180444.999999999,1.2853470437018006,0.0005000000000000004,5037273
OTC:HSHCY,HSHCY,13.0723,134035,33661070344.203953,-1.7846897638518076,-0.23329999999999984,4812974
NASDAQ:BFI,BFI,0.5649,36975666,15480263.0,17.507523455478847,0.09889999999999999,3686090
AMEX:SOXL,SOXL,44.39,96877989,,-1.0587970263572852,-0.46999999999999886,3665497
NASDAQ:TQQQ,TQQQ,68.28,86703238,,1.5670767428236574,1.0699999999999932,3558224
NASDAQ:KXIN,KXIN,0.1115,6141591,5553431.0,11.210762331838563,0.012499999999999997,3410340
NASDAQ:MDJH,MDJH,1.61,1782580,18797097.000000004,22.36024844720496,0.3599999999999999,2642935
AMEX:SOXS,SOXS,23.41,64191952,,1.9649722340880003,0.46000000000000085,2600126
NASDAQ:CTNT,CTNT,0.2737,7596058,10640907.0,4.128607964925092,0.011299999999999977,2585700
NASDAQ:MAXN,MAXN,0.1775,62516371,9887736.0,0.7887323943662042,0.0014000000000000123,2325025
AMEX:NVDQ,NVDQ,5.97,20181193,,-4.1876046901172534,-0.25,2290321
NASDAQ:NCNC,NCNC,0.287,299307762,38868538.99999999,-28.745644599303134,-0.08249999999999999,2134061
NASDAQ:NVDL,NVDL,59.34,31501307,,3.9265251095382507,2.3299999999999983,2039635
NASDAQ:FFIE,FFIE,0.35,145230598,154535948.0,-3.6285714285714255,-0.012699999999999989,2032801
AMEX:LQD,LQD,109.56,29226938,,-0.06389193136181762,-0.07000000000000739,2001286
NASDAQ:TLT,TLT,94.81,47445288,,0.23204303343529042,0.21999999999999886,1866772
AMEX:BOIL,BOIL,9.44,15345759,,3.336864406779675,0.3150000000000013,1866725
AMEX:OPTT,OPTT,0.2177,5012806,20182746.0,5.604042259990807,0.012199999999999989,1822523
NASDAQ:TSLL,TSLL,11.79,32135450,,-1.526717557251906,-0.17999999999999972,1765487
NASDAQ:OCGN,OCGN,1.405,5608907,361583011.0,-11.032028469750891,-0.15500000000000003,1596780
NASDAQ:FCEL,FCEL,0.5064,48086106,251704439.0,3.455766192733032,0.01750000000000007,1431611
AMEX:ATCH,ATCH,0.334,2688428,4160021.9999999995,13.92215568862275,0.046499999999999986,1106992
NASDAQ:BIMI,BIMI,0.42,8386249,4867619.0,8.57142857142858,0.03600000000000003,1099326
NASDAQ:IMNN,IMNN,1.35,16253439,12691200.0,5.185185185185174,0.06999999999999984,1017295
NYSE:TDOC,TDOC,9.43,14152744,1599216450.0,-19.3001060445387,-1.8199999999999994,978330
NASDAQ:CNSP,CNSP,0.3168,24966533,908669.0,5.934343434343429,0.018799999999999983,963084
AMEX:TNA,TNA,48.2,40438787,,0.5195020746887947,0.25039999999999907,960023
NASDAQ:AUR,AUR,4.0,7978105,6210103836.0,-6.999999999999995,-0.2799999999999998,940211
NASDAQ:QQQ,QQQ,471.07,44551120,,0.5264610355148955,2.480000000000018,913192
AMEX:SPY,SPY,550.81,65648236,,0.4375374448539573,2.410000000000082,860248
NASDAQ:SVMH,SVMH,0.1245,957288,4635980.0,0.8032128514056233,0.0010000000000000009,850545
NYSE:LUMN,LUMN,3.15,75979159,3197362762.0000005,4.444444444444449,0.14000000000000012,789577
AMEX:TZA,TZA,13.58,56890265,,-0.22091310751104093,-0.02999999999999936,725107
NASDAQ:META,META,474.83,24283117,1204422522472.9998,8.70206179053556,41.31999999999999,697437
NASDAQ:INTC,INTC,30.74,56109886,130860179025.99998,-0.26024723487312396,-0.0799999999999983,681418
NASDAQ:MBLY,MBLY,21.0,7318003,16934430634.000002,-10.61904761904762,-2.2300000000000004,660059
NASDAQ:ARM,ARM,144.17,16508862,151066404632.0,-10.446001248526029,-15.059999999999974,652420
AMEX:IWM,IWM,223.86,52387405,,0.2322880371660778,0.5199999999999818,647686
NYSE:W,W,54.43,4912917,6636695009.0,-13.62006246555209,-7.413400000000003,624742
NASDAQ:LSH,LSH,3.8,28506504,28500000.0,7.631578947368423,0.29000000000000004,624553
NYSE:RBLX,RBLX,41.52,7762792,26572799786.0,3.323458574181115,1.3798999999999992,622408
