ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5
NASDAQ:SQQQ,SQQQ,9.3757,157564817,9.394767018450876,17.825000000000305,17.84957550823891,-0.6888815991365281,9.317926981901055,9.52479790289584,67.0852269111197,37.44282246485817,669582.21,-0.060402709488320265,0.17211688005186332,0.35490000000000066,0.34699999999999953,1.1100900196702144,0,4.87360178970918,-3180112,0.8770518167930594,delayed_streaming_900,2
AMEX:SOXL,SOXL,38.82,82113205,38.580102995253355,89.21235456879045,86.12308828691967,1.7214791502753681,39.09211352216333,73.67535743770144,36.63234164829044,77.83918358594815,2213229.5568,-1.8348161047922456,-4.161569868903364,-2.5336,-3.3686000000000007,1.3194488541432852,0,-8.400188768286933,-2063168,0.9885022915016868,delayed_streaming_900,2
NASDAQ:TSLA,TSLA,222.02,79590653,222.66942657780587,16.301435406698314,24.451347819736487,-0.1540862523418643,226.2723294217738,270.55915213157726,38.78083961520029,21.943852651166992,19158490.37,10.480912488665606,5.1583734058379775,-6.375,-9.25,0.8783237209121932,0,-4.40473627556512,-1318099,0.6946748329545905,delayed_streaming_900,2
NASDAQ:TQQQ,TQQQ,63.13,54669314,63.02282188518839,80.44942164323317,80.56551455151316,0.7665282657298051,63.685513772228674,88.93882830167787,30.96237589333547,60.02277149559003,2139153.1,-0.34511173129502526,-2.3364253884442263,-2.529999999999994,-2.4699999999999918,1.111666078968675,0,-4.7525648762824355,-1322459,0.8561528238593026,delayed_streaming_900,2
AMEX:SOXS,SOXS,28.395,49133908,28.49393688383373,10.784325103802635,13.640476506119043,-1.4588398749565759,28.133874983560485,28.68780247545939,61.568221377586596,25.697443664873816,1043023.05,0.03031479606561918,1.0174678291680515,1.620000000000001,2.16,1.0020250802297286,0,8.876533742331294,-981124,0.7809898531005944,delayed_streaming_900,2
AMEX:SPXS,SPXS,8.022,39998877,8.023395428346873,37.58930481283381,33.19626542104434,-0.6195786864931934,8.002809368626465,8.161988749068344,65.27212741360817,56.659320012782416,61754.0,-0.10792457111295058,0.0015905664585735835,0.1899999999999995,0.14009999999999945,0.9785628876508771,0,2.58312020460358,-802437,0.7589201942729349,delayed_streaming_900,2
NASDAQ:TSLL,TSLL,10.815,39531326,10.87597872501946,12.507936507936455,21.748655017562516,-0.366482504604048,11.258371086921315,16.738699917708,37.64707697959581,20.36107583995083,142318.0906,0.8423103801061248,0.26398279865086494,-0.6498000000000008,-0.9497999999999998,0.8796932158859282,0,-8.734177215189876,-323133,0.7545107306044982,delayed_streaming_900,2
NASDAQ:NVD,NVD,2.8296,38327892,2.8377211718565736,20.20833333333322,17.904761904761852,-1.941074523396867,2.821413812955556,2.717578448294541,60.91577286654574,47.05191026473847,599.748,-0.07686506824954967,0.03250784205143331,0.09909999999999997,0.274,1.441373901384733,0,10.101167315175108,-810688,1.1429852208176998,delayed_streaming_900,2
AMEX:TZA,TZA,13.88,26674176,13.893322773124382,36.916666666666806,37.083333333333435,-0.0719942404607616,13.857343903539757,20.0515107311183,47.61294585047168,41.27495679108169,201037.92,-1.135890974953832,-1.2417983154730834,0.23000000000000043,-0.16999999999999993,0.9958956946086756,0,0.7256894049346982,-590235,0.7903556107738762,delayed_streaming_900,2
NASDAQ:NVDL,NVDL,49.1918,25886461,49.19535222022218,79.27631252012225,80.86546997372497,2.43953077961176,49.477175399315236,84.58239635779525,36.9303564972552,53.8581253856129,1614602.1600000001,-1.2667755451892844,-3.813332244112729,-2.1999999999999957,-5.949999999999996,1.6769573582710469,0,-10.217557948530752,-332281,1.2871095347103845,delayed_streaming_900,2
AMEX:TNA,TNA,47.08,17686836,47.06827763397591,64.91543467015096,63.60129576759632,0.09748327492831274,47.233309858137794,52.42527152589145,49.95880015282471,58.912939175739865,283256.709,2.3584728045095416,2.628547475380735,-0.7790999999999997,0.6308999999999969,0.7260114998592969,0,-0.654146444397557,-309379,0.5702221922792167,delayed_streaming_900,2
AMEX:SDOW,SDOW,14.88,16198593,14.87500802879205,46.147756062251744,41.45110753705723,-0.30150753768844174,14.93061637111297,16.844877482768894,52.365004106813096,62.42748660240251,10207.68,-0.41268512370926036,-0.4061776682551237,0.08000000000000007,-0.12229999999999919,0.952009953591268,0,-0.7999999999999948,-428145,0.7658625108403779,delayed_streaming_900,2
AMEX:TECS,TECS,7.0898,15740407,7.106151234257273,15.864381739755984,17.857921159837353,-1.13095985162252,7.055855010076331,7.06659747867738,64.34211384977972,32.91182079536148,329732.4184,-0.02319672008580744,0.17654825977235067,0.33119999999999994,0.43979999999999997,1.14113444274471,0,6.935143288084471,-1318373,0.9167582066448281,delayed_streaming_900,2
AMEX:LABD,LABD,5.99,15082037,5.9867680148075335,64.50470566235079,56.674784848780206,0.671140939597316,5.886027092258335,7.729998235708093,51.63716322793235,57.197257087397254,6540.0,-0.46816004334579503,-0.45137894392007105,0.34499999999999975,0.1900000000000004,1.0301059104772416,0,5.087719298245615,-154315,0.8555209983602649,delayed_streaming_900,2
