ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:UVIX,UVIX,5.82,17658200,5.78,54.92,46.92,-13.08,5.98,13.94,55.69,74.22,542126.64,0.93,0.77,-1.59,-2.31,1.94,0,-8.86,-174027,0.85,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:UVXY,UVXY,28.06,6255172,27.92,53.91,45.53,-9.64,28.76,49.87,55.77,73.06,1111438.44,3.37,3.3,-5.42,-7.68,0.76,0,-6.4,-128520,0.38,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:NVD,NVD,2.39,27909847,2.39,60.69,58.2,-4.34,2.41,2.99,46.69,44.24,62690.78,0.06,0.07,-0.19,-0.26,0.94,0,-5.87,-901905,0.52,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:DUST,DUST,6.34,26211155,6.44,4.55,3.64,-3.06,6.54,7.19,47.36,2.9,11308587.41,-0.09,-0.03,-0.49,-0.5,3.55,0,-4.81,1448818,1.8,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:URTY,URTY,42.38,695583,42.52,37.7,45.57,-0.47,42.85,62.48,39.41,38.29,258444.8,0.16,-1.35,-1.1,-0.69,0.61,0,-3.27,-15017,0.32,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:TNA,TNA,35.95,8174931,36.07,38.5,45.0,-0.39,36.37,53.04,38.84,40.6,965041.8,0.12,-1.16,-0.93,-0.56,0.53,0,-3.23,-220253,0.29,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:BOIL,BOIL,10.56,6289604,10.55,49.37,37.31,-2.41,10.72,11.72,58.34,83.79,489155.69,-1.43,-1.06,0.29,0.34,0.76,0,-2.89,137030,0.43,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:TECS,TECS,7.16,7099576,7.17,43.53,40.59,-3.18,7.2,8.52,54.68,33.08,638372.84,0.37,0.43,-0.18,-0.38,0.62,0,-2.52,-109189,0.33,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:UWM,UWM,37.13,584524,37.21,36.2,43.44,-0.34,37.42,47.92,39.39,40.12,50624.86,0.17,-0.66,-0.64,-0.38,0.59,0,-2.16,-72874,0.28,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:TSLL,TSLL,8.36,20060609,8.33,65.43,61.88,2.14,8.33,15.52,47.73,80.66,660858.0,-0.42,-0.87,-0.21,0.03,0.75,0,-2.03,-581481,0.45,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:YANG,YANG,8.98,2312413,8.99,21.96,17.2,-1.75,9.06,10.1,41.08,35.75,47594.0,0.3,0.27,-0.33,-0.42,0.63,0,-1.91,54309,0.34,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SOXS,SOXS,29.14,28803625,29.02,58.95,52.74,-3.67,29.21,36.79,52.34,48.93,16405492.42,2.04,2.28,-0.33,-1.47,0.83,0,-1.85,-813017,0.41,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:TSLT,TSLT,11.42,2427982,11.38,62.5,58.61,2.05,11.38,21.3,47.28,81.15,212163.66,-0.59,-1.2,-0.31,0.02,0.58,0,-1.72,-120583,0.36,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SCO,SCO,16.42,604109,16.47,9.72,8.72,-1.71,16.61,18.54,38.98,19.1,26272.0,0.38,0.32,-0.69,-0.72,0.54,0,-1.5,37220,0.29,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:UDOW,UDOW,78.77,1155247,78.77,61.66,65.95,0.94,78.69,92.96,40.1,52.36,294011.08,-0.17,-1.09,-0.35,0.17,0.34,0,-1.22,13244,0.22,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:TSLA,TSLA,196.99,35650619,196.63,62.69,59.61,1.03,196.71,263.35,48.57,81.64,45401906.81,-2.04,-6.75,-2.57,0.28,0.82,0,-1.02,-562046,0.43,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:SQQQ,SQQQ,9.56,76856213,9.58,32.79,30.1,-2.45,9.59,10.99,57.33,34.36,3193752.91,0.37,0.44,-0.13,-0.34,0.6,0,-0.89,-1100097,0.31,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:CONL,CONL,31.61,1738310,31.7,69.32,75.1,5.11,31.33,66.29,46.46,44.7,32905.13,-3.7,-5.29,-0.79,0.17,0.73,0,-0.69,2642,0.46,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:QID,QID,42.64,3221610,42.69,33.58,31.1,-1.61,42.86,46.91,55.34,31.07,306711.96,1.18,1.41,-0.38,-0.98,0.56,0,-0.61,46028,0.29,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:DRIP,DRIP,10.64,630579,10.63,39.77,37.45,-0.37,10.62,11.83,56.86,45.05,51167.76,0.32,0.39,-0.17,-0.25,0.56,0,-0.37,5997,0.28,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:UPRO,UPRO,70.64,3056271,70.64,62.89,66.97,1.51,70.45,85.74,40.26,53.63,590210.1,-1.88,-2.55,0.52,1.43,0.88,0,-0.08,-50771,0.42,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SPXL,SPXL,134.27,2170796,134.22,62.95,67.14,1.51,133.98,162.96,40.24,56.95,369050.0,-3.57,-4.85,0.98,2.73,0.63,0,-0.07,-46908,0.3,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SSO,SSO,78.64,1156413,78.6,60.55,65.59,1.0,78.38,89.12,40.52,53.09,247153.93,-1.27,-1.74,0.38,1.06,0.53,0,-0.04,-3457,0.27,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SPXU,SPXU,30.53,3106511,30.54,37.19,32.92,-1.45,30.62,33.61,58.8,44.03,619192.42,0.55,0.78,-0.23,-0.64,0.41,0,0.03,38565,0.22,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SDS,SDS,24.08,4409895,24.08,37.76,33.87,-1.01,24.11,25.71,59.12,43.99,1022826.33,0.31,0.43,-0.12,-0.33,0.51,0,0.04,164252,0.23,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SPXS,SPXS,8.32,25459219,8.32,37.44,32.53,-1.44,8.34,9.16,58.92,41.87,2329899.75,0.16,0.22,-0.06,-0.17,0.79,0,0.12,-606966,0.37,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:QLD,QLD,87.66,1620530,87.63,66.85,68.46,1.72,87.2,105.96,44.02,64.73,434137.03,-3.33,-3.91,0.88,2.04,0.64,0,0.54,-258,0.31,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:TQQQ,TQQQ,59.71,35830443,59.66,66.71,69.15,2.47,59.36,80.05,43.41,68.17,10204319.58,-3.79,-4.43,0.81,2.02,0.8,0,0.81,-736847,0.4,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SDOW,SDOW,16.32,6774225,16.32,37.0,32.24,-0.94,16.35,17.27,59.11,48.17,948727.38,-0.04,0.12,0.06,-0.03,0.52,0,1.21,-203354,0.27,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:LABD,LABD,6.62,7380589,6.6,83.79,77.02,-1.27,6.6,7.18,55.24,73.32,117198.07,-0.16,-0.02,0.04,-0.03,0.7,0,1.3,-88307,0.36,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:TMF,TMF,55.97,3646099,55.9,87.23,85.36,0.52,55.58,59.59,54.59,71.3,1582996.48,1.28,1.55,0.38,0.41,0.53,0,1.39,-52581,0.32,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:FAZ,FAZ,9.82,1951234,9.8,68.55,56.58,-0.3,9.77,10.58,61.82,64.6,148468.58,-0.09,-0.0,0.06,-0.01,0.51,0,1.66,-50035,0.26,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:BITX,BITX,28.33,5075124,28.32,68.13,69.9,6.55,27.71,43.22,46.18,68.97,1028695.68,-1.71,-2.29,-0.25,0.12,1.04,0,1.72,-16686,0.63,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:YINN,YINN,21.05,1295010,21.05,78.86,85.48,1.74,20.89,23.51,58.41,63.38,296398.44,-0.99,-0.89,0.73,0.93,0.71,0,1.74,-26997,0.36,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:SOXL,SOXL,31.65,60846422,31.77,42.25,48.38,3.9,31.55,60.92,43.18,51.18,7692201.44,-6.04,-6.8,0.34,1.58,0.87,0,1.75,-1472352,0.43,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
NASDAQ:TSLZ,TSLZ,20.31,1208702,20.37,35.07,38.96,-1.84,20.34,22.03,49.53,13.74,110425.47,-0.86,0.04,0.52,-0.04,0.4,0,1.96,-25430,0.25,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:TWM,TWM,10.93,3225582,10.91,62.17,57.01,0.14,10.84,11.37,59.27,62.08,287196.0,-0.12,0.08,0.18,0.1,0.99,0,2.25,-161075,0.45,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:TECL,TECL,71.22,884735,71.08,57.21,59.36,3.35,70.57,104.43,44.11,61.33,81259.85,-6.67,-7.69,1.86,3.63,0.61,0,2.34,-35328,0.3,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:TZA,TZA,17.53,10286665,17.47,61.84,55.05,0.46,17.32,18.55,58.34,62.0,947373.79,-0.34,0.12,0.44,0.26,0.47,0,3.3,-208556,0.27,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
AMEX:NVDX,NVDX,12.21,8084524,12.21,37.82,39.64,3.83,12.13,17.57,50.85,57.26,298399.8,-1.24,-1.38,0.84,1.12,1.45,0,5.17,-127987,0.77,delayed_streaming_900,2,etf_leverage,08-12-2024-12-28
