ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:UPST,UPST,34.38,6362202,34.32,78.33,71.26,0.67,34.78,35.83,58.65,70.69,1401352.8,0.97,1.93,-2.27,-2.8,0.73,0,-2.85,-57061,0.51,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
AMEX:YANG,YANG,8.96,2929791,8.96,26.37,20.17,-0.67,9.04,10.1,40.58,52.4,215040.0,0.3,0.27,-0.34,-0.31,0.6,0,-2.24,-86614,0.43,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NYSE:BA,BA,164.5,2600105,164.62,36.0,39.2,-0.4,165.42,195.34,37.84,64.69,3512972.4,-2.55,-4.4,-3.04,-3.38,0.56,0,-1.93,-43019,0.33,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:TLRY,TLRY,1.78,8855794,1.78,55.56,52.59,-0.83,1.79,2.02,50.98,55.3,26418.0,0.01,-0.0,-0.03,-0.03,0.44,0,-1.92,-881312,0.29,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:PYPL,PYPL,63.85,4105510,63.98,10.54,10.66,-0.88,64.46,66.56,44.97,21.31,2409826.7,0.56,0.93,-0.84,-1.19,0.35,0,-1.69,-50837,0.22,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:SOFI,SOFI,6.55,15438840,6.55,55.5,54.21,-0.46,6.59,8.06,40.0,62.18,1130744.06,-0.02,-0.12,-0.09,-0.11,0.49,1,-1.01,-340088,0.3,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:IMNN,IMNN,1.09,191149,1.09,37.75,42.47,0.18,1.09,2.28,46.27,46.36,2452.5,-0.0,-0.06,-0.02,-0.03,0.02,0,-0.91,-1081,0.01,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:CRWD,CRWD,239.92,2616804,240.2,31.19,36.55,0.2,239.76,350.2,52.98,49.87,2202501.7,-32.31,-30.32,-0.87,-2.23,0.35,0,-0.86,-27893,0.23,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
AMEX:SOXS,SOXS,29.48,34935757,29.37,53.44,48.44,1.25,29.23,36.82,53.06,38.71,5339859.8,2.05,2.31,0.05,0.26,0.76,0,-0.71,-479944,0.5,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:AFRM,AFRM,25.21,2443439,25.17,69.33,64.43,0.96,25.07,32.69,48.38,64.84,529712.52,-1.27,-1.4,-0.36,-0.41,0.59,0,-0.47,-18677,0.39,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NYSE:PFE,PFE,28.48,11593727,28.48,34.38,28.13,-0.3,28.5,31.38,41.33,81.87,2775059.6,0.31,0.02,-0.06,-0.1,0.57,0,-0.37,-122963,0.28,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:META,META,515.31,5933673,515.39,53.13,58.91,0.61,514.37,518.51,57.0,52.42,18639457.16,-2.05,3.33,0.33,-0.48,0.48,0,-0.3,-36869,0.29,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NYSE:MA,MA,457.13,664458,457.39,46.78,60.56,0.24,456.4,466.71,41.56,40.93,2506921.21,1.45,2.65,-0.14,-1.37,0.53,0,-0.14,-13035,0.24,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:MHUA,MHUA,0.67,74839,0.66,16.29,8.05,-2.12,0.67,1.19,31.24,36.07,102.51,-0.02,-0.06,0.0,0.0,0.02,0,0.08,-1746,0.01,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:IBIT,IBIT,34.0,16117868,34.02,28.75,33.11,-0.03,33.89,40.77,47.27,45.3,1794502.05,-0.44,-0.74,-0.53,-0.46,0.67,0,0.21,-342299,0.44,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:SBUX,SBUX,76.7,7206144,76.81,18.82,14.7,-1.4,77.62,78.25,44.55,65.3,2353309.2,-0.49,-0.27,1.54,1.27,1.32,0,0.22,-58194,0.59,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
AMEX:SOXL,SOXL,31.28,72030889,31.39,46.99,52.12,-1.2,31.53,60.94,42.36,61.44,8274748.64,-6.05,-6.83,-0.07,-0.27,0.79,0,0.55,-1335367,0.51,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:AMD,AMD,136.35,29526445,136.59,30.17,36.44,0.35,136.3,167.25,45.67,52.94,30359690.88,-7.63,-7.88,1.5,1.08,0.71,0,1.42,-477475,0.43,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
AMEX:NVDY,NVDY,23.98,1049645,24.0,57.82,67.24,0.29,23.9,28.7,53.46,54.29,34147.52,-1.18,-1.31,0.82,0.71,0.79,0,2.35,-17481,0.53,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:NVDA,NVDA,109.74,230834329,109.87,62.56,69.69,0.49,109.05,127.59,52.22,57.84,164021180.91,-3.98,-4.48,5.02,4.14,0.9,0,3.21,-2852841,0.54,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
NASDAQ:NVAX,NVAX,11.75,2935617,11.73,81.42,89.26,-1.01,11.68,18.1,55.39,65.08,139377.28,-0.41,-0.73,0.28,0.09,0.54,0,3.25,-23183,0.35,delayed_streaming_900,2,trader_live_email,08-12-2024-13-55
