ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:NNE,NNE,8.15,543978,8.15,32.92,30.73,-0.67,8.5,22.76,41.11,35.01,89861.9,-2.11,-2.79,-0.47,-0.29,0.56,0,-10.14,7766,0.46,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
AMEX:BOIL,BOIL,10.56,9014146,10.64,5.21,14.04,-1.35,10.7,11.72,58.39,11.54,382356.48,-1.43,-1.06,-0.11,0.06,0.67,0,-2.85,-57498,0.62,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
AMEX:DRIP,DRIP,10.56,1229079,10.57,27.78,31.79,-0.71,10.62,11.82,55.59,35.69,247917.12,0.32,0.38,-0.06,-0.23,0.64,0,-1.12,360,0.54,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
NASDAQ:AFRM,AFRM,25.1,2970241,25.13,23.49,41.44,0.08,25.08,32.69,47.78,25.33,96672.16,-1.27,-1.41,-0.12,-0.48,0.57,0,-0.91,-79264,0.48,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
NASDAQ:ASML,ASML,854.63,843807,855.44,17.65,25.91,-0.06,859.8,1000.2,42.48,20.27,346979.78,-40.49,-39.74,-4.89,-6.18,0.47,0,-0.83,-2412,0.43,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
NASDAQ:MSFT,MSFT,405.95,9427360,406.03,59.09,53.24,0.02,406.46,455.44,37.56,48.56,2646794.0,-9.42,-11.17,0.15,-0.71,0.52,0,-0.27,-68189,0.34,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
AMEX:EWJ,EWJ,65.74,5878692,65.77,48.09,56.81,0.02,65.7,73.33,51.69,63.66,994514.72,-0.83,-1.18,-0.06,0.65,0.55,0,0.52,-43388,0.49,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
AMEX:FXY,FXY,62.81,119547,62.8,18.52,7.41,0.1,62.63,64.76,62.2,39.13,37686.0,1.06,1.24,0.3,-0.25,0.28,0,0.54,-543,0.27,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
NASDAQ:AMD,AMD,136.58,33692405,136.61,70.77,75.98,0.21,136.32,167.25,45.99,44.53,6069512.07,-7.63,-7.86,-0.37,1.82,0.66,0,1.59,-233638,0.49,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
AMEX:KOLD,KOLD,64.7,715914,64.27,92.0,84.64,1.35,63.79,81.79,38.7,80.5,70463.74,4.63,2.81,0.56,-0.45,0.66,0,3.2,165,0.72,delayed_streaming_900,2,turttle_email,08-12-2024-15-22
