ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NYSE:OKLO,OKLO,6.96,905554,7.03,5.2,8.92,-7.28,7.12,9.71,40.98,4.9,128789.77,-0.25,-0.4,-0.33,-0.31,0.95,0,-7.08,-69370,0.28,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:VCYT,VCYT,28.91,427465,28.94,62.5,57.09,-1.6,29.23,29.35,55.54,60.72,23128.0,0.71,1.37,-0.55,-0.85,1.43,0,-3.12,-48163,0.29,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NYSE:TDOC,TDOC,6.96,1403102,6.98,11.67,8.45,-2.73,7.03,10.76,29.4,17.78,196856.64,-0.54,-0.72,-0.28,-0.27,0.51,0,-2.59,-104665,0.14,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:KTOS,KTOS,19.54,210712,19.53,72.22,76.67,-1.44,19.61,23.44,44.99,42.38,182405.9,0.02,-0.3,-0.51,-0.57,0.81,0,-2.15,1383,0.22,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:ZM,ZM,55.26,693501,55.39,10.81,12.27,-1.83,55.55,61.86,30.19,43.21,1010971.09,-0.46,-0.83,-0.73,-0.58,0.88,0,-1.94,-107680,0.27,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:BEAM,BEAM,24.08,208969,24.05,55.66,61.25,-1.13,24.03,33.94,40.91,49.71,12025.0,0.56,-0.29,-0.56,-0.5,0.74,0,-1.73,-10769,0.2,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:CDNA,CDNA,26.61,166804,26.74,58.87,70.97,-2.06,26.78,27.84,60.19,63.05,60032.16,2.17,2.77,-0.64,-0.87,0.33,0,-1.44,-6478,0.11,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NYSE:MGA,MGA,38.35,403005,38.36,73.66,77.59,-0.89,38.35,47.44,29.72,46.01,362301.33,-0.84,-1.35,-0.5,-0.54,0.55,0,-1.27,-29438,0.15,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:NTLA,NTLA,21.28,288162,21.28,45.89,50.63,-0.28,21.29,28.96,41.39,53.12,38722.68,-0.23,-0.79,-0.11,-0.16,0.95,0,-1.22,-20909,0.22,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:CRSP,CRSP,46.81,342449,46.64,71.67,64.93,-0.45,46.53,63.58,42.87,78.13,115524.51,-1.57,-2.57,-0.23,-0.27,0.7,0,-0.49,-25734,0.23,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:TWST,TWST,43.55,142336,43.5,83.04,87.91,-0.89,43.14,63.75,40.13,80.79,52479.32,-0.5,-1.97,-1.18,-2.26,0.32,0,-0.32,-3846,0.1,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:COIN,COIN,194.81,2652794,194.42,60.12,63.78,-0.73,192.98,276.25,48.16,26.67,2790916.29,-7.5,-11.59,-1.8,-0.69,0.75,0,0.26,-111601,0.31,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:INTU,INTU,632.24,129847,632.26,50.78,66.88,0.43,630.77,662.53,42.79,29.72,1325796.8,-2.11,-3.06,1.74,4.56,0.54,0,0.48,-9359,0.1,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:TER,TER,123.5,183324,123.2,86.13,85.95,1.4,122.53,162.39,47.54,72.89,235191.6,-6.63,-7.33,2.39,2.37,0.31,0,0.7,-11219,0.07,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:IRDM,IRDM,26.96,158122,26.94,47.55,51.04,0.6,26.89,29.37,38.8,69.12,62008.0,0.16,0.05,-0.04,0.29,1.1,-1,1.09,-10961,0.2,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:AMD,AMD,137.34,18230424,137.24,72.98,80.96,1.87,136.19,167.24,47.01,53.72,27122864.58,-7.62,-7.8,3.19,4.08,0.72,0,2.16,-1026393,0.26,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
NASDAQ:GH,GH,30.14,523892,29.93,77.3,83.83,3.91,29.52,36.04,50.19,81.51,35263.8,0.79,0.22,0.68,0.96,0.42,-1,2.2,-52837,0.15,delayed_streaming_900,2,ark_previous,08-12-2024-11-34
