ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:SOXL,SOXL,33.84,132813060,34.02,8.2,3.72,-7.06,37.77,73.84,31.91,20.94,32365799.06,-2.84,-4.9,-6.47,-10.58,1.85,0,-19.51,-3106221,1.48,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
AMEX:NVDX,NVDX,12.1,11916087,12.05,14.74,12.42,-6.56,13.35,20.48,36.64,33.95,987081.7,-0.56,-1.04,-2.11,-2.46,2.12,0,-16.64,-209428,1.73,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
NASDAQ:NVDL,NVDL,49.79,36534744,49.65,16.88,13.56,-6.36,55.08,84.51,36.82,33.57,13561337.51,-2.3,-4.31,-8.54,-10.07,1.9,0,-16.56,-392912,1.62,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
NASDAQ:CONL,CONL,37.6,3195282,37.85,27.36,25.51,-4.14,40.46,62.26,27.65,20.06,639786.03,-0.04,-1.49,-4.62,-9.12,1.0,0,-15.9,-268237,0.88,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
AMEX:TECL,TECL,73.62,3029013,73.4,10.4,5.75,-4.78,79.2,118.21,32.87,36.38,985833.2,-2.41,-4.99,-9.84,-11.91,1.57,0,-12.49,-84429,1.22,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
AMEX:BOIL,BOIL,8.8,19547788,8.82,25.26,21.04,-5.68,9.35,13.57,34.49,52.09,1027382.4,-1.76,-1.73,-1.01,-0.64,1.75,0,-12.39,-459063,1.53,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
NASDAQ:TSLT,TSLT,13.78,5460529,13.97,1.91,0.95,-6.13,14.86,23.12,34.81,9.54,162176.82,0.8,0.06,-1.63,-2.49,0.83,0,-11.21,-139985,0.69,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
AMEX:URTY,URTY,50.33,3777737,50.39,17.63,10.92,-1.76,52.53,61.9,33.83,43.71,460885.5,2.82,2.62,-3.43,-9.61,2.17,0,-11.17,-106842,1.72,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
AMEX:TNA,TNA,42.72,39794142,42.73,17.29,11.91,-1.75,44.77,52.52,34.08,47.73,5711236.8,2.38,2.22,-2.94,-8.18,1.61,0,-11.13,-501673,1.36,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
NASDAQ:TSLL,TSLL,10.07,39707143,10.21,3.39,1.97,-6.11,10.9,16.82,35.06,13.99,3478057.16,0.58,0.05,-1.18,-1.8,0.96,0,-11.12,-2266299,0.79,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
NASDAQ:TQQQ,TQQQ,62.09,85525665,62.12,14.27,7.81,-2.95,65.68,88.69,31.05,49.92,47751450.98,-1.12,-2.68,-5.59,-6.66,1.56,0,-9.46,-1578908,1.25,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
AMEX:UWM,UWM,41.51,2971794,41.52,16.93,11.8,-1.13,42.84,47.78,34.13,44.68,287920.18,1.62,1.52,-1.88,-5.09,2.0,0,-7.32,-36377,1.54,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
AMEX:SPXL,SPXL,140.34,5582934,140.37,16.81,10.14,-1.87,145.45,164.59,32.46,53.19,9687079.36,0.58,-1.07,-7.66,-10.27,1.81,0,-6.65,-87831,1.39,delayed_streaming_900,2,etf_leverage,08-01-2024-15-19
