ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:SOXL,SOXL,33.9,123826463,34.7,12.44,18.55,-9.17,38.09,73.83,31.57,17.19,64139922.0,-2.84,-4.89,-8.69,-9.55,1.82,0,-19.38,-2646377,1.38,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:UPST,UPST,25.23,5266919,25.45,6.95,10.82,-3.18,26.49,31.37,34.77,15.55,1538308.74,0.7,0.42,-2.54,-2.51,1.39,0,-9.89,-53185,0.99,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:AMD,AMD,131.62,68308501,132.56,8.4,8.64,-3.33,137.79,194.44,25.17,14.31,59332901.12,-4.73,-7.69,-11.0,-12.48,1.65,0,-9.22,-1279949,1.17,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:NVDA,NVDA,106.95,374469741,108.12,15.0,16.05,-4.47,113.24,137.3,36.66,31.85,438541924.72,-1.32,-3.22,-11.88,-9.23,1.65,0,-9.0,-11698743,1.15,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
AMEX:NVDY,NVDY,24.47,1931943,24.75,13.79,14.06,-4.54,26.01,29.89,39.16,33.92,479073.21,-0.76,-0.99,-2.45,-1.95,1.35,0,-8.44,-44342,1.06,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:IMNN,IMNN,1.32,3165362,1.32,54.86,50.1,0.04,1.33,2.32,46.72,61.72,2189.88,0.06,0.09,-0.04,-0.03,0.24,0,-8.33,-19200,0.19,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NYSE:BA,BA,177.58,8827623,178.41,8.7,13.69,-1.19,181.67,190.12,35.89,10.64,5427001.48,0.73,0.7,-7.11,-16.92,2.16,0,-6.54,-257445,1.37,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:AFRM,AFRM,26.41,4614916,26.47,64.78,64.66,-2.33,27.31,32.91,29.38,42.55,410790.44,-0.74,-0.97,-2.23,-1.79,1.32,0,-6.28,-44267,0.88,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:SOFI,SOFI,7.12,34386307,7.14,29.45,30.12,-1.93,7.33,8.06,39.2,46.82,1462285.12,0.17,0.15,-0.5,-0.49,1.02,0,-5.88,-1267510,0.73,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:META,META,494.15,35363735,494.82,24.0,27.22,-2.09,510.16,542.45,39.34,9.61,68609456.37,-7.06,-7.44,-31.73,21.43,3.78,0,-5.15,-418201,2.31,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:SBUX,SBUX,74.47,10165099,74.29,93.58,88.94,0.22,74.9,78.35,39.26,84.98,6236439.57,-0.8,-0.55,-1.83,-4.5,1.62,0,-4.38,-267006,0.64,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:CRWD,CRWD,222.08,7130410,222.78,31.13,32.69,-1.96,226.6,437.13,26.04,48.6,6111578.76,-26.08,-36.58,-7.59,-8.66,0.4,0,-4.28,-64717,0.33,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:IBIT,IBIT,35.79,29217342,35.82,66.4,72.55,0.0,35.99,40.58,45.92,42.56,7405487.85,0.3,0.38,-1.11,-1.92,1.45,0,-2.74,-1510800,1.04,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NYSE:MA,MA,459.66,1472795,460.45,34.74,41.47,-0.48,462.83,460.54,49.24,20.86,2392391.43,-1.08,1.22,-4.32,-3.35,0.99,0,-1.25,-16733,0.55,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:PYPL,PYPL,65.68,12925073,65.69,61.95,66.63,0.26,66.18,64.96,56.47,32.51,3959294.74,-0.14,0.65,-1.22,-0.41,1.31,0,-0.15,-239117,0.85,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NYSE:PFE,PFE,30.73,28221178,30.67,95.91,92.85,0.49,30.41,31.6,63.9,91.11,3112903.38,0.58,0.69,0.49,-0.13,1.05,0,0.03,-618475,0.66,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:TLRY,TLRY,2.03,26315791,2.03,66.58,67.79,-0.98,2.05,2.04,44.66,29.81,118796.62,0.03,0.05,-0.06,0.0,1.37,0,0.5,-1042440,1.04,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:NVAX,NVAX,12.6,4658395,12.57,63.73,56.79,-0.98,12.48,17.9,40.67,70.68,251069.78,0.36,0.07,0.09,-0.05,0.68,0,4.13,-73489,0.52,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
AMEX:YANG,YANG,9.45,5330663,9.42,84.4,74.96,1.47,9.27,9.66,64.52,84.67,75036.73,0.19,0.28,0.42,0.42,1.18,0,5.08,-164401,0.95,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
NASDAQ:MHUA,MHUA,0.97,1911896,0.96,72.13,69.48,6.53,0.93,1.05,38.0,37.0,2773.74,0.05,0.04,0.03,-0.04,0.66,0,7.72,-12636,0.31,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
AMEX:SOXS,SOXS,29.15,61309450,28.73,87.89,80.94,6.5,26.64,30.0,63.04,83.01,18499016.52,0.41,1.18,4.6,4.72,1.28,0,16.97,-1070191,0.98,delayed_streaming_900,2,trader_live_email,08-01-2024-14-49
