ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:NNE,NNE,10.61,273024,11.31,16.55,15.15,-11.43,11.09,31.5,34.93,1.55,100730.7,-0.06,-1.57,-1.64,-2.19,1.15,0,-5.51,-90001,0.18,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
AMEX:BOIL,BOIL,9.84,3982173,9.74,73.15,78.11,6.14,9.95,13.48,41.99,72.3,633896.75,-1.74,-1.65,0.25,-0.28,0.93,0,-2.09,-674588,0.31,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
NASDAQ:AMD,AMD,143.58,8205190,144.28,29.94,39.86,0.73,145.15,193.51,29.63,33.15,52021383.05,-4.53,-6.74,-1.76,5.22,1.22,0,-0.98,-2969866,0.14,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
AMEX:FXY,FXY,61.36,48167,61.47,1.33,3.59,0.21,61.39,61.59,64.03,7.91,18407.16,0.4,0.7,-0.08,1.05,1.29,0,-0.13,-31473,0.24,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
AMEX:EWJ,EWJ,68.69,891739,69.56,6.41,6.96,-2.75,68.71,72.3,43.46,6.5,2178756.89,0.26,0.08,-2.13,-0.22,2.2,0,0.1,-543447,0.17,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
NASDAQ:ASML,ASML,925.11,197684,929.1,38.41,35.03,-0.24,922.93,1145.63,39.81,39.11,2521933.0,-29.3,-34.84,5.42,64.82,0.79,0,0.22,-63520,0.11,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
NASDAQ:MSFT,MSFT,425.35,3980232,421.66,91.5,86.76,1.52,422.31,474.27,41.71,97.37,75708575.32,-3.02,-6.16,7.5,2.95,1.41,0,1.08,-921230,0.16,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
AMEX:DRIP,DRIP,9.6,234633,9.51,89.47,79.95,1.37,9.49,10.13,51.76,84.79,113664.0,0.03,0.03,0.2,-0.09,1.42,0,1.27,-102307,0.12,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
NASDAQ:AFRM,AFRM,28.72,484312,28.46,60.23,43.67,1.04,28.27,32.86,35.95,79.65,1226979.27,-0.7,-0.79,-0.1,1.25,0.76,0,1.93,-104607,0.09,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
AMEX:KOLD,KOLD,70.69,147185,71.58,26.91,21.46,-5.85,69.75,78.0,53.68,29.53,148529.56,5.26,5.28,-2.3,1.4,0.53,0,2.17,-23875,0.18,delayed_streaming_900,2,turttle_email,08-01-2024-10-07
