ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:BOIL,BOIL,8.84,19885684,8.82,44.13,35.12,-4.12,9.34,13.57,34.85,72.3,452449.2,-1.76,-1.73,-0.98,-0.62,1.75,0,-12.07,-339271,1.56,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
NASDAQ:GRPN,GRPN,12.04,2077028,12.15,0.54,12.01,-2.67,12.58,19.48,26.68,21.02,166561.36,0.39,-0.14,-0.83,-1.93,2.25,0,-10.28,-59066,1.44,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:UNG,UNG,13.1,9168873,13.09,44.55,35.93,-2.09,13.41,16.18,35.69,74.36,806498.78,-1.01,-1.02,-0.72,-0.45,1.78,0,-6.24,-173677,1.42,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
NASDAQ:VCNX,VCNX,4.83,126998,4.81,47.7,38.45,-3.4,4.86,8.52,43.82,38.09,483.0,0.16,-0.04,0.1,-0.73,0.73,0,-5.85,-450,0.54,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
NYSE:BBVA,BBVA,9.86,1164441,9.85,41.85,32.84,-0.35,10.01,11.25,34.53,86.45,74050.47,0.12,0.05,-0.2,-0.72,1.04,0,-3.76,-20651,0.71,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
NASDAQ:ERIC,ERIC,6.76,17805162,6.78,13.28,16.65,-0.59,6.85,6.96,52.65,32.53,878523.2,0.17,0.17,-0.14,-0.17,1.15,0,-1.67,-504446,0.88,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:SPDN,SPDN,11.92,9637816,11.93,53.54,62.5,0.36,11.82,12.02,66.38,12.67,1122849.82,-0.03,0.01,0.2,0.27,2.86,0,2.14,-157373,2.38,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:LABD,LABD,6.06,24987515,6.06,60.74,67.9,0.68,5.96,7.21,63.59,22.4,385355.7,-0.44,-0.39,0.11,0.45,1.65,0,3.06,-405680,1.43,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:SCO,SCO,16.9,2032611,16.96,2.39,7.55,0.15,16.82,17.75,45.24,12.6,222266.94,0.19,0.3,0.29,0.39,1.27,0,3.65,-111599,1.13,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:YANG,YANG,9.45,5706751,9.44,92.7,88.62,0.53,9.28,9.66,64.61,47.53,295955.1,0.19,0.28,0.24,0.53,1.18,0,5.12,-73115,1.01,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:QID,QID,41.84,10469264,41.92,55.63,66.23,0.92,40.5,43.11,66.38,18.54,1719791.36,0.11,0.65,2.05,2.52,1.38,0,6.0,-300457,1.12,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:SPXU,SPXU,29.58,10021504,29.61,56.97,66.99,1.05,28.58,30.18,66.44,19.1,861433.24,-0.28,0.03,1.41,1.94,1.13,0,6.63,-258617,0.93,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:SPXS,SPXS,8.06,72741706,8.07,57.88,67.36,1.07,7.82,8.23,66.47,20.6,3390623.37,-0.07,0.02,0.39,0.53,1.6,0,6.69,-2400070,1.33,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:TWM,TWM,9.86,6744913,9.87,68.43,74.1,0.35,9.62,11.51,64.47,38.93,50680.4,-0.48,-0.45,0.37,1.04,1.15,0,7.29,-159708,0.99,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:VXX,VXX,51.02,8345961,51.43,35.28,51.92,0.91,49.16,50.65,62.74,22.01,2384757.3,0.49,1.19,3.56,6.29,1.23,0,10.65,-198206,1.03,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:TZA,TZA,15.1,43042871,15.12,67.91,72.01,0.47,14.49,19.17,64.25,50.57,2612662.4,-1.14,-1.1,0.82,2.33,1.45,0,10.79,-1067763,1.24,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:UVXY,UVXY,29.23,15764929,29.55,36.14,52.6,1.35,28.01,28.93,63.2,21.82,3518427.22,0.31,0.87,2.93,5.18,1.93,0,15.85,-497950,1.56,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:NVDQ,NVDQ,6.88,23808487,6.91,57.0,66.92,3.45,6.29,7.57,57.92,24.17,350695.91,-0.11,0.08,0.86,1.06,1.9,0,16.61,-293713,1.79,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
AMEX:UVIX,UVIX,7.19,12570812,7.28,36.13,52.92,1.55,6.84,7.1,61.11,18.78,405609.47,0.05,0.22,0.91,1.61,1.71,0,21.04,-434858,1.42,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-01-2024-15-34
