ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5
NASDAQ:ULTA,ULTA,387.025,239800,378.8024996864207,61.67638799366467,46.60307297145618,2.0406818091936016,385.715,396.8073850883136,61.46160471561718,66.6864125458847,44341454.25,-12.265378296355745,-5.827578310838362,10.824999999999989,21.29499999999996,3.95880233852586,0,1.1803612977438462,-45044,0.16402286388434734,delayed_streaming_900,2
NYSE:VFC,VFC,17.11,79960,16.96435393176315,44.99219620958697,51.898179115570066,1.0638297872340408,17.04,17.905598802706255,47.56557290982044,14.576045357257172,1276549.2000000002,0.7159810403282554,0.630574970415676,0.36340000000000217,-0.2699999999999996,0.6583509166807895,0,1.0632014176018885,-792517,0.008570215952936095,delayed_streaming_900,2
NASDAQ:DLO,DLO,8.465,10663,8.375029210384618,60.29966329966328,62.04670638003952,1.3241130487071675,8.415033333333334,8.38236001086422,53.10629372866153,55.87382269967716,68032.68250000001,-0.1148451209824946,0.030305975958483167,0.1999999999999993,0.4450000000000003,0.18153060973711688,0,1.0143198090692014,-376787,0.003432794180668782,delayed_streaming_900,2
NYSE:SNOW,SNOW,129.42,148462,128.47946722987783,40.21603307636358,37.0561198710929,1.1133247392476135,129.10666666666665,135.96754355153718,62.625780845219005,21.95415896652686,9202279.68,-2.760249084077155,-1.4474123047642138,3.1599999999999824,2.289999999999992,1.092944490372207,0,0.6689483509645187,-305585,0.02954197697993449,delayed_streaming_900,2
NYSE:NKE,NKE,83.7,368843,83.3899555951705,53.700148708935465,37.60090427049949,0.05977286312014005,83.52366666666666,82.88264005382067,72.82083208041841,35.74726790559477,20988444.6,-0.7494723641363781,0.9311020382281043,0.09000000000000341,1.1700000000000017,0.9669387070725423,0,0.5647002282830696,-890782,0.02785463929577663,delayed_streaming_900,2
NASDAQ:CSCO,CSCO,49.53,579032,49.51741912540437,46.17780593390315,35.04554106688297,0.0,49.48833333333332,49.839850609599964,52.883331785144726,38.0147004229025,25519488.75,-0.13719579044203897,0.24631384977914905,-0.13000000000000256,1.029999999999994,0.8674194666310958,0,0.40543279951348643,-1723470,0.022848814600348016,delayed_streaming_900,2
NASDAQ:MRVL,MRVL,69.14,109068,69.20414395038478,76.68666911755956,64.59652427962475,0.36258158085569253,69.04333333333334,71.19929968465003,63.754856196928515,73.8129586036176,5235326.0,-1.7142136631910945,-0.4094991515311932,-0.4200000000000017,-0.1599999999999966,0.5252270233940862,0,0.31921067904817013,-817549,0.009584032531511105,delayed_streaming_900,2
NASDAQ:LITE,LITE,52.11,29035,51.90408582730313,64.7896153704318,46.34623384229104,0.3659476117103192,52.09,56.75268171868398,55.239704763987,73.85792717652363,1307387.79,-1.450711227775544,-0.5749305818271111,-0.38000000000000256,-0.13000000000000256,0.5105161493594239,0,0.2500961908426367,-223784,0.011108880110103981,delayed_streaming_900,2
NYSE:BABA,BABA,84.19,1015795,83.62736339019418,40.67344304449384,25.013152038797013,0.3515881055956161,84.00996666666667,83.36515012915552,61.3861906416207,4.169497821955076,56888972.2,0.974670143886964,1.4740094780047173,0.4099999999999966,4.659999999999997,1.7738985783310561,0,0.2500595379852271,-926866,0.06505488499779319,delayed_streaming_900,2
NASDAQ:NCNO,NCNO,34.28,6738,34.18389700126824,60.02415458937228,66.39452495974204,0.3806734992679431,34.303333333333335,34.622709322856835,57.14554973739182,67.58246332205934,218329.32,0.2474807770866493,0.49736043298811694,0.25,-0.14000000000000057,2.3490747140020347,0,0.14607069821794993,-52894,0.0076623507473464365,delayed_streaming_900,2
NASDAQ:PYCR,PYCR,13.99,10687,13.935392846226673,42.857142857142684,31.60997732426286,-0.49786628733997357,13.966666666666667,13.913063846356579,55.28378294159684,72.80488119763586,145202.21,-0.016590768601627198,0.2103276510452119,-0.14000000000000057,0.14000000000000057,1.0378348092367258,0,0.14316392269147868,-119156,0.007567606762595247,delayed_streaming_900,2
