"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-28","away","sd","sf","0","0","0","0","0","2","0"
"2024-03-29","away","sd","sf","4","0","0","1","2","0","0"
"2024-03-30","away","sd","sf","0","0","0","0","0","2","0"
"2024-03-31","away","sd","sf","0","0","0","0","0","1","1"
"2024-04-01","away","lad","sf","1","0","0","0","0","0","1"
"2024-04-02","away","lad","sf","0","0","0","0","0","1","1"
"2024-04-03","away","lad","sf","0","0","0","0","0","0","0"
"2024-04-05","home","sf","sd","0","1","0","0","1","1","1"
"2024-04-06","home","sf","sd","1","0","0","0","0","0","0"
"2024-04-07","home","sf","sd","1","1","0","0","0","1","0"
"2024-04-13","away","tb","sf","1","1","0","0","1","1","0"
"2024-04-12","away","tb","sf","1","0","0","0","0","1","0"
"2024-04-10","home","sf","wsh","1","0","0","0","0","0","0"
"2024-04-09","home","sf","wsh","1","0","0","0","0","1","0"
"2024-04-08","home","sf","wsh","1","1","0","0","1","1","1"
"2024-04-17","away","mia","sf","0","0","0","0","0","0","0"
"2024-04-18","home","sf","ari","1","0","0","0","0","0","0"
"2024-04-19","home","sf","ari","0","0","0","0","0","0","0"
"2024-04-15","away","mia","sf","1","0","0","0","0","2","0"
"2024-04-16","away","mia","sf","0","0","0","0","0","1","0"
"2024-04-20","home","sf","ari","3","0","0","1","1","1","0"
"2024-04-21","home","sf","ari","0","0","0","0","0","2","0"
"2024-04-14","away","tb","sf","2","0","0","0","1","2","0"
