"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-29","home","phi","atl","0","0","0","0","0","1","0"
"2024-03-30","home","phi","atl","2","0","0","0","3","1","3"
"2024-03-31","home","phi","atl","0","0","0","1","0","1","0"
"2024-04-01","home","phi","cin","1","1","0","0","2","2","1"
"2024-04-02","home","phi","cin","0","0","0","1","0","1","0"
"2024-04-03","home","phi","cin","1","0","0","0","0","1","0"
"2024-04-05","away","wsh","phi","0","1","0","0","0","1","0"
"2024-04-06","away","wsh","phi","0","0","0","0","0","1","0"
"2024-04-07","away","wsh","phi","1","0","0","0","0","1","0"
"2024-04-13","home","phi","pit","1","1","0","1","1","2","0"
"2024-04-12","home","phi","pit","2","0","0","0","0","0","0"
"2024-04-11","home","phi","pit","2","0","0","0","0","0","0"
"2024-04-10","away","stl","phi","1","0","0","0","2","2","1"
"2024-04-09","away","stl","phi","0","0","0","0","0","1","0"
"2024-04-08","away","stl","phi","0","0","0","0","0","0","2"
"2024-04-17","home","phi","col","2","1","0","2","2","1","0"
"2024-04-19","home","phi","cws","1","0","0","1","2","2","1"
"2024-04-15","home","phi","col","0","0","0","0","0","0","1"
"2024-04-21","home","phi","cws","2","0","0","0","2","2","2"
"2024-04-16","home","phi","col","1","0","0","1","1","1","0"
"2024-04-20","home","phi","cws","0","0","0","0","0","1","0"
"2024-04-14","home","phi","pit","1","0","0","0","0","1","0"
