"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-28","home","cin","wsh","0","0","0","0","0","2","1"
"2024-03-30","home","cin","wsh","0","0","0","0","0","1","0"
"2024-03-31","home","cin","wsh","0","0","0","0","0","2","0"
"2024-04-01","away","phi","cin","1","0","1","0","0","0","0"
"2024-04-02","away","phi","cin","0","1","0","0","0","1","0"
"2024-04-03","away","phi","cin","0","0","0","0","0","2","1"
"2024-04-05","home","cin","nym","0","0","0","1","0","1","1"
"2024-04-06","home","cin","nym","0","0","0","0","0","1","0"
"2024-04-07","home","cin","nym","1","0","0","0","0","1","0"
"2024-04-13","away","cws","cin","0","0","0","0","0","3","0"
"2024-04-12","away","cws","cin","0","2","0","0","1","1","0"
"2024-04-10","home","cin","mil","0","0","0","0","0","0","1"
"2024-04-09","home","cin","mil","1","0","0","0","0","1","0"
"2024-04-08","home","cin","mil","0","0","0","0","0","0","0"
"2024-04-17","away","sea","cin","0","0","0","0","0","1","0"
"2024-04-19","home","cin","laa","0","0","0","0","0","2","0"
"2024-04-16","away","sea","cin","0","0","0","0","0","3","0"
"2024-04-20","home","cin","laa","1","1","0","0","4","2","2"
"2024-04-15","away","sea","cin","1","0","0","0","0","1","0"
"2024-04-21","home","cin","laa","0","0","0","0","0","3","0"
