"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-30","away","bal","laa","1","0","0","0","0","1","0"
"2024-03-31","away","bal","laa","1","0","0","1","1","1","0"
"2024-04-01","away","mia","laa","0","0","0","0","0","2","0"
"2024-04-02","away","mia","laa","0","0","0","0","0","1","0"
"2024-04-03","away","mia","laa","2","1","0","0","2","2","1"
"2024-04-05","home","laa","bos","0","0","0","0","0","2","0"
"2024-04-06","home","laa","bos","1","0","0","0","0","1","1"
"2024-03-28","away","bal","laa","0","0","0","1","0","2","0"
"2024-04-13","away","bos","laa","0","0","0","0","0","1","0"
"2024-04-12","away","bos","laa","2","0","0","0","3","0","0"
"2024-04-10","home","laa","tb","0","0","0","0","0","3","3"
"2024-04-09","home","laa","tb","1","0","0","1","1","1","0"
"2024-04-08","home","laa","tb","2","0","1","0","2","1","0"
"2024-04-07","home","laa","bos","1","0","0","0","0","1","0"
"2024-04-17","away","tb","laa","1","0","0","1","0","2","0"
"2024-04-19","away","cin","laa","0","0","0","0","0","1","0"
"2024-04-18","away","tb","laa","0","0","0","0","0","1","0"
"2024-04-15","away","tb","laa","2","0","0","0","0","1","0"
"2024-04-16","away","tb","laa","1","0","0","0","0","1","0"
"2024-04-20","away","cin","laa","2","1","0","0","2","0","0"
"2024-04-21","away","cin","laa","0","0","0","0","0","1","2"
"2024-04-14","away","bos","laa","1","0","0","0","0","2","0"
