"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-29","away","nym","mil","1","0","0","0","0","1","1"
"2024-03-30","away","nym","mil","3","1","0","0","3","2","0"
"2024-03-31","away","nym","mil","1","0","0","0","1","1","1"
"2024-04-02","home","mil","min","0","0","0","0","0","1","1"
"2024-04-03","home","mil","min","2","0","0","0","0","1","1"
"2024-04-05","home","mil","sea","0","0","0","0","0","1","0"
"2024-04-06","home","mil","sea","0","0","0","0","0","1","0"
"2024-04-07","home","mil","sea","3","1","0","0","3","2","0"
"2024-04-13","away","bal","mil","0","0","0","0","0","1","0"
"2024-04-12","away","bal","mil","1","0","0","0","0","1","0"
"2024-04-10","away","cin","mil","0","0","0","1","1","2","1"
"2024-04-09","away","cin","mil","0","0","0","0","0","0","0"
"2024-04-08","away","cin","mil","0","0","0","0","0","1","0"
"2024-04-17","home","mil","sd","0","0","0","0","0","2","0"
"2024-04-19","away","stl","mil","0","0","0","0","0","1","0"
"2024-04-16","home","mil","sd","0","1","0","0","1","1","1"
"2024-04-15","home","mil","sd","3","0","0","0","1","1","1"
"2024-04-20","away","stl","mil","1","0","0","1","1","1","0"
"2024-04-21","away","stl","mil","0","1","0","0","0","2","0"
"2024-04-14","away","bal","mil","0","1","0","1","0","1","0"
