"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-29","away","phi","atl","1","0","0","0","0","0","0"
"2024-03-30","away","phi","atl","1","0","0","1","1","2","0"
"2024-03-31","away","phi","atl","0","0","0","1","1","2","1"
"2024-04-01","away","cws","atl","0","0","0","0","0","1","0"
"2024-04-02","away","cws","atl","0","0","0","0","0","2","0"
"2024-04-05","home","atl","ari","2","0","0","0","1","1","0"
"2024-04-06","home","atl","ari","0","0","0","0","0","1","0"
"2024-04-07","home","atl","ari","0","0","0","0","0","0","0"
"2024-04-13","away","mia","atl","0","0","0","0","0","0","0"
"2024-04-12","away","mia","atl","1","1","0","0","1","2","0"
"2024-04-11","home","atl","nym","0","0","0","0","0","0","0"
"2024-04-09","home","atl","nym","0","1","0","0","1","0","1"
"2024-04-08","home","atl","nym","1","0","0","0","0","1","0"
"2024-04-17","away","hou","atl","1","0","0","0","0","1","0"
"2024-04-19","home","atl","tex","1","0","0","0","1","2","2"
"2024-04-16","away","hou","atl","1","0","0","0","0","1","0"
"2024-04-20","home","atl","tex","2","0","0","0","0","2","1"
"2024-04-15","away","hou","atl","1","0","0","0","0","2","0"
"2024-04-21","home","atl","tex","1","0","0","1","2","2","1"
"2024-04-14","away","mia","atl","0","0","0","0","0","0","0"
