"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-29","home","oak","cle","0","0","0","0","0","0","0"
"2024-03-30","home","oak","cle","0","0","0","0","0","2","0"
"2024-03-31","home","oak","cle","2","0","1","0","2","1","0"
"2024-04-01","home","oak","bos","1","0","0","0","0","1","0"
"2024-04-02","home","oak","bos","0","0","0","0","0","2","0"
"2024-04-03","home","oak","bos","1","0","0","0","0","0","0"
"2024-04-05","away","det","oak","1","0","0","0","0","1","0"
"2024-04-06","away","det","oak","0","0","0","1","1","1","1"
"2024-03-28","home","oak","cle","1","0","0","0","0","3","0"
"2024-04-07","away","det","oak","2","0","1","0","2","2","0"
"2024-04-13","home","oak","wsh","1","0","0","0","0","3","1"
"2024-04-12","home","oak","wsh","0","0","0","0","0","1","0"
"2024-04-11","away","tex","oak","0","0","0","0","0","3","0"
"2024-04-10","away","tex","oak","2","0","0","0","1","1","0"
"2024-04-09","away","tex","oak","0","0","0","0","0","2","0"
"2024-04-17","home","oak","stl","0","1","0","0","0","1","0"
"2024-04-19","away","cle","oak","0","0","0","1","0","2","0"
"2024-04-20","away","cle","oak","0","0","0","0","0","0","2"
"2024-04-15","home","oak","stl","1","0","0","0","0","1","0"
"2024-04-21","away","cle","oak","0","0","0","0","0","1","0"
"2024-04-16","home","oak","stl","0","0","0","0","0","0","0"
