"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-28","away","lad","stl","1","0","0","0","0","1","0"
"2024-03-29","away","lad","stl","0","0","0","0","0","3","0"
"2024-03-30","away","lad","stl","0","0","0","0","0","3","0"
"2024-03-31","away","lad","stl","0","0","0","0","0","3","0"
"2024-04-01","away","sd","stl","2","1","0","1","2","2","0"
"2024-04-02","away","sd","stl","0","0","0","0","0","0","0"
"2024-04-03","away","sd","stl","0","0","0","0","0","1","0"
"2024-04-04","home","stl","mia","1","0","0","0","0","0","0"
"2024-04-06","home","stl","mia","0","0","0","0","0","0","0"
"2024-04-07","home","stl","mia","0","0","0","0","0","2","0"
"2024-04-13","away","ari","stl","1","0","0","0","0","1","0"
"2024-04-12","away","ari","stl","1","0","0","1","2","0","2"
"2024-04-10","home","stl","phi","0","0","0","0","0","1","1"
"2024-04-09","home","stl","phi","0","0","0","0","0","0","0"
"2024-04-08","home","stl","phi","0","0","0","0","0","1","0"
"2024-04-17","away","oak","stl","1","0","0","0","0","0","2"
"2024-04-19","home","stl","mil","0","0","0","0","0","1","0"
"2024-04-15","away","oak","stl","1","1","0","0","1","0","1"
"2024-04-20","home","stl","mil","0","1","0","0","1","2","2"
"2024-04-16","away","oak","stl","0","0","0","0","0","0","0"
"2024-04-21","home","stl","mil","2","0","0","0","0","0","1"
