"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-28","away","cin","wsh","1","0","0","0","0","0","0"
"2024-03-30","away","cin","wsh","0","0","0","0","0","1","1"
"2024-03-31","away","cin","wsh","2","0","0","0","0","0","0"
"2024-04-01","home","wsh","pit","0","0","0","0","0","0","0"
"2024-04-03","home","wsh","pit","0","0","0","0","0","1","0"
"2024-04-04","home","wsh","pit","0","0","0","0","0","1","0"
"2024-04-05","home","wsh","phi","0","0","0","0","0","0","0"
"2024-04-06","home","wsh","phi","1","0","0","0","0","1","0"
"2024-04-07","home","wsh","phi","1","0","0","0","0","0","0"
"2024-04-13","away","oak","wsh","0","1","0","0","0","1","1"
"2024-04-12","away","oak","wsh","0","0","0","0","0","2","0"
"2024-04-10","away","sf","wsh","0","0","0","0","0","0","0"
"2024-04-09","away","sf","wsh","0","0","0","0","0","2","0"
"2024-04-08","away","sf","wsh","1","0","0","0","0","2","0"
"2024-04-17","away","lad","wsh","2","0","0","1","1","1","1"
"2024-04-19","home","wsh","hou","0","0","0","0","0","1","0"
"2024-04-21","home","wsh","hou","3","0","0","0","3","1","1"
"2024-04-15","away","lad","wsh","0","1","0","0","1","1","0"
"2024-04-20","home","wsh","hou","0","0","0","1","0","1","0"
"2024-04-16","away","lad","wsh","2","1","0","0","0","0","0"
