"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-29","away","sea","bos","0","0","0","0","0","1","2"
"2024-03-30","away","sea","bos","0","0","0","0","0","1","0"
"2024-03-31","away","sea","bos","1","0","0","0","0","3","0"
"2024-04-01","away","oak","bos","2","0","0","0","1","2","0"
"2024-04-02","away","oak","bos","0","1","0","0","1","2","0"
"2024-04-03","away","oak","bos","1","0","0","0","0","0","0"
"2024-04-05","away","laa","bos","0","0","0","0","0","1","1"
"2024-04-06","away","laa","bos","0","0","0","0","0","3","0"
"2024-03-28","away","sea","bos","0","0","0","0","0","2","0"
"2024-04-13","home","bos","laa","2","2","0","1","3","1","0"
"2024-04-12","home","bos","laa","1","0","0","0","0","0","0"
"2024-04-11","home","bos","bal","0","2","0","0","2","0","1"
"2024-04-10","home","bos","bal","1","0","0","0","0","1","1"
"2024-04-09","home","bos","bal","1","0","0","1","0","0","0"
"2024-04-07","away","laa","bos","0","0","0","0","0","2","1"
"2024-04-17","home","bos","cle","0","0","0","0","0","1","0"
"2024-04-19","away","pit","bos","0","0","0","2","0","0","0"
"2024-04-18","home","bos","cle","2","0","0","0","1","1","2"
"2024-04-15","home","bos","cle","1","0","0","0","0","0","0"
"2024-04-21","away","pit","bos","0","0","0","0","0","2","2"
"2024-04-16","home","bos","cle","0","0","0","0","0","0","0"
"2024-04-20","away","pit","bos","2","0","1","0","2","0","1"
"2024-04-14","home","bos","laa","0","0","0","2","0","1","1"
