"Date","HomeAway","HomeTeam","Awayteam","SinglesCount","DoublesCount","TriplesCount","HomeRunsCount","RunsCount","Strikeout","Walks"
"2024-03-29","away","oak","cle","1","1","0","1","2","2","0"
"2024-03-30","away","oak","cle","0","0","0","0","0","0","0"
"2024-03-31","away","oak","cle","0","0","0","0","0","0","0"
"2024-04-01","away","sea","cle","0","0","0","0","0","1","0"
"2024-04-02","away","sea","cle","1","0","0","0","0","1","0"
"2024-04-03","away","sea","cle","2","1","0","0","3","1","0"
"2024-04-04","away","min","cle","0","0","0","0","0","0","0"
"2024-04-06","away","min","cle","0","0","0","0","0","1","0"
"2024-03-28","away","oak","cle","0","0","0","0","0","1","0"
"2024-04-13","home","cle","nyy","0","0","0","0","0","0","0"
"2024-04-13","home","cle","nyy","1","0","0","0","0","2","1"
"2024-04-10","home","cle","cws","1","0","0","0","0","1","0"
"2024-04-09","home","cle","cws","0","0","0","1","1","0","1"
"2024-04-08","home","cle","cws","0","0","0","0","0","2","0"
"2024-04-17","away","bos","cle","0","0","0","0","0","0","0"
"2024-04-18","away","bos","cle","0","0","0","0","0","1","0"
"2024-04-19","home","cle","oak","0","0","0","0","0","0","0"
"2024-04-15","away","bos","cle","0","0","0","0","0","2","0"
"2024-04-16","away","bos","cle","0","0","0","0","0","0","0"
"2024-04-20","home","cle","oak","1","2","0","0","2","1","0"
"2024-04-21","home","cle","oak","0","0","0","0","0","1","0"
