ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:CONL,CONL,36.21,4603795,36.46,11.03,9.84,-3.2,37.33,62.73,30.62,18.7,94652.94,-0.45,-2.19,-2.11,-2.3,1.8,0,-8.05,-50610,1.28,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
NASDAQ:TSLT,TSLT,12.68,6187755,12.8,11.49,8.51,-4.76,13.23,23.15,41.45,28.02,98971.1,0.6,-0.2,-1.27,-1.76,0.98,0,-7.78,-140780,0.79,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
NASDAQ:TSLL,TSLL,9.27,40060708,9.35,11.5,7.84,-4.87,9.66,16.85,41.72,27.57,1715058.8,0.44,-0.14,-0.92,-1.27,0.96,0,-7.39,-1029407,0.8,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:SOXL,SOXL,28.65,156003634,28.9,9.87,7.18,-8.14,29.74,74.11,33.71,21.77,5000252.88,-3.41,-5.74,-6.23,-6.74,2.18,0,-6.25,-4193584,1.61,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:BOIL,BOIL,8.56,12246348,8.47,77.93,66.06,-1.73,8.71,13.41,36.28,85.1,299075.86,-1.75,-1.74,-0.23,-0.52,1.36,0,-5.93,-809513,0.9,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:BITX,BITX,32.92,5439620,32.88,56.09,55.46,-0.27,33.7,41.53,45.1,65.6,6582.0,-0.33,-0.35,-0.02,0.63,1.13,0,-4.83,-40907,0.8,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
NASDAQ:TSLA,TSLA,206.64,58074212,207.42,12.68,9.15,-2.39,210.86,271.98,42.09,26.37,12612306.94,6.74,1.15,-9.84,-13.17,0.76,0,-3.84,-1968486,0.56,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:UDOW,UDOW,79.55,6847632,79.66,8.55,10.45,0.14,80.4,91.26,38.46,13.94,17724.04,1.62,1.06,-4.68,-4.96,1.81,0,-3.83,-127748,1.39,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:SPXL,SPXL,132.56,8555906,132.8,11.45,9.19,-0.93,133.73,165.48,35.15,12.9,1687392.64,0.1,-1.96,-8.81,-9.49,3.19,0,-3.02,-133459,1.93,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:UPRO,UPRO,69.8,8655796,69.89,12.68,9.74,-0.87,70.31,87.05,35.38,12.42,1247308.8,0.05,-1.03,-4.6,-4.98,2.16,0,-2.93,-215755,1.43,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
NASDAQ:NVD,NVD,2.66,60197522,2.66,78.82,83.79,5.35,2.67,2.82,52.99,53.94,207182.08,-0.02,0.04,0.14,0.18,1.74,0,-2.92,-1419066,1.42,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
NASDAQ:TQQQ,TQQQ,57.95,82208802,58.12,14.44,11.11,-2.19,58.51,88.39,34.96,17.18,5055155.28,-1.52,-3.21,-4.87,-5.27,1.54,0,-2.85,-1437080,1.14,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:TECL,TECL,67.32,3226723,67.46,15.99,11.38,-4.03,67.95,118.13,36.71,40.14,255854.0,-3.09,-5.93,-7.06,-8.17,1.99,0,-2.66,-69448,1.25,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:SSO,SSO,77.79,4550910,77.91,12.84,9.39,-0.56,78.29,89.91,35.21,13.15,719835.0,0.11,-0.66,-3.31,-3.62,2.2,0,-2.03,-70333,1.14,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:QLD,QLD,85.81,9858362,85.92,14.54,10.48,-1.39,86.3,113.05,35.48,21.14,423202.07,-1.22,-2.75,-4.6,-5.01,2.19,0,-1.8,-72095,2.76,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:TZA,TZA,16.53,34614542,16.52,83.72,83.5,-0.12,16.57,18.67,63.59,68.27,158555.76,-1.09,-0.87,1.54,1.49,1.32,0,-0.18,-246521,0.97,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:TWM,TWM,10.49,5833675,10.48,83.49,82.64,-0.06,10.5,11.32,64.14,63.47,129011.01,-0.45,-0.36,0.67,0.66,1.26,0,-0.11,-300061,0.87,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:YINN,YINN,19.89,2904801,19.85,69.14,62.96,0.94,19.76,25.38,39.12,67.32,88269.52,-0.86,-1.03,-0.31,-0.38,1.31,0,0.03,-23313,0.91,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:UWM,UWM,38.95,2339312,38.95,14.52,15.51,0.03,38.89,47.53,35.31,35.2,103138.0,1.52,1.11,-2.85,-2.84,1.68,0,0.05,-33436,1.14,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:TNA,TNA,38.76,26784788,38.81,16.24,17.29,0.05,38.67,52.2,35.57,36.81,468953.71,2.23,1.57,-4.4,-4.25,1.19,0,0.13,-249806,0.9,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:YANG,YANG,9.58,6844599,9.59,43.12,45.75,-0.83,9.64,9.79,59.0,38.76,81334.2,0.21,0.31,0.16,0.19,1.59,0,0.21,-188652,1.21,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:LABD,LABD,6.54,18738527,6.53,93.11,89.7,-1.73,6.59,6.96,63.65,71.97,362377.02,-0.42,-0.31,0.54,0.5,1.35,0,0.38,-587525,1.04,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:URTY,URTY,45.71,2657873,45.72,14.81,15.36,0.16,45.51,61.51,35.44,33.41,44319.3,2.64,1.86,-5.19,-5.09,1.62,0,0.4,-25377,1.16,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:QID,QID,43.88,11867883,43.81,86.2,89.96,1.3,43.67,43.9,64.18,83.99,3022248.17,0.26,0.89,2.18,2.33,1.68,0,1.74,-119339,1.23,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:SDS,SDS,24.43,16968049,24.41,88.23,90.66,0.56,24.31,24.15,64.7,86.41,488311.2,-0.1,0.12,0.99,1.05,1.82,0,1.88,-336746,1.14,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:TECS,TECS,7.74,23478451,7.73,83.3,89.21,3.48,7.68,7.57,61.76,68.0,280373.76,0.1,0.29,0.68,0.76,1.95,0,2.04,-542710,1.32,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
NASDAQ:SQQQ,SQQQ,10.01,224907072,9.99,85.2,87.97,1.9,9.94,9.99,63.24,70.74,4038752.97,0.07,0.28,0.73,0.78,1.49,0,2.44,-4717683,1.11,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
AMEX:SPXS,SPXS,8.52,56965574,8.51,86.41,89.74,0.84,8.47,8.38,64.72,87.67,577706.76,-0.04,0.07,0.5,0.53,1.5,0,2.79,-1909832,1.0,delayed_streaming_900,2,etf_leverage,08-02-2024-14-01
