ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:BOIL,BOIL,8.67,13960806,8.61,69.65,75.63,-0.46,8.71,13.39,37.55,87.56,1656137.65,-1.75,-1.73,-0.17,-0.35,1.43,0,-4.73,-617192,1.03,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
NASDAQ:ASML,ASML,805.65,2625544,807.76,13.21,17.49,-1.3,809.3,1140.02,35.9,15.48,8572116.0,-32.81,-44.18,-78.32,-79.14,2.65,0,-2.25,7362,1.47,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
NASDAQ:MSFT,MSFT,405.47,16297627,405.68,38.75,33.98,-0.33,407.28,473.22,36.68,41.76,39990815.5,-4.17,-8.25,-11.55,-10.2,1.08,0,-1.7,-54175,0.65,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
AMEX:EWJ,EWJ,64.14,9017871,64.26,6.68,10.42,-0.68,64.49,73.24,36.47,9.24,4341508.32,0.11,-0.42,-3.44,-3.29,2.97,0,-1.5,-102445,1.72,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
NASDAQ:AMD,AMD,132.88,57661261,132.81,32.63,20.95,-2.13,134.64,193.71,29.3,69.79,69145392.68,-5.4,-8.15,0.31,-0.68,1.31,0,-0.47,-242636,0.95,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
NASDAQ:AFRM,AFRM,25.15,5042434,25.15,60.77,69.55,1.68,24.73,33.07,32.91,51.25,5950238.5,-0.82,-1.13,-1.28,-1.38,1.38,0,0.0,-11853,0.94,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
AMEX:FXY,FXY,62.96,524247,62.96,56.62,63.3,0.12,62.91,62.34,74.27,38.35,25186.0,0.51,0.91,1.24,1.25,3.55,0,0.6,-7691,2.42,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
NASDAQ:NNE,NNE,9.45,707966,9.55,30.24,51.07,-1.99,9.13,30.71,35.32,18.9,16868.25,-0.45,-1.97,-0.37,-0.5,0.62,0,0.64,2194,0.48,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
AMEX:KOLD,KOLD,80.17,720753,80.78,32.53,26.27,0.27,79.54,81.2,60.01,35.81,493117.44,5.56,6.26,1.47,2.76,0.98,0,5.31,-11606,0.83,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
AMEX:DRIP,DRIP,11.31,2596604,11.28,87.87,92.08,1.71,11.02,10.63,64.97,62.02,54491.58,0.07,0.19,1.2,1.13,1.74,0,8.33,-51292,1.27,delayed_streaming_900,2,turttle_email,08-02-2024-14-25
