ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:CONL,CONL,35.38,3520062,36.01,19.79,13.15,-8.88,37.53,62.84,29.37,47.64,772876.1,-0.47,-2.25,-4.02,-5.52,2.0,0,-10.16,-467538,0.98,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
AMEX:BITX,BITX,32.45,3928333,32.94,4.45,2.59,-1.37,34.1,41.52,43.03,1.56,1789876.56,-0.34,-0.39,-0.06,-1.26,1.31,0,-6.19,-392372,0.58,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
NASDAQ:TSLT,TSLT,12.97,4044402,13.13,7.7,4.81,-6.36,13.39,23.11,42.42,14.7,1326309.38,0.61,-0.18,-1.7,-2.17,0.86,0,-5.67,-401030,0.52,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
NASDAQ:TSLL,TSLL,9.48,26743705,9.58,7.44,5.1,-6.51,9.78,16.82,42.66,13.03,7815401.6,0.44,-0.13,-1.25,-1.6,0.84,0,-5.29,-1721035,0.54,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
AMEX:UDOW,UDOW,79.2,3996444,79.69,7.4,5.17,-5.85,80.93,91.3,37.18,8.4,8049861.08,1.61,1.03,-5.53,-6.68,1.64,0,-4.26,-344977,0.81,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
AMEX:UPRO,UPRO,69.35,5500574,69.51,15.58,9.08,-6.72,70.46,87.13,34.18,41.27,5317953.12,0.04,-1.06,-6.01,-7.6,2.22,0,-3.56,-363052,0.91,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
AMEX:SPXL,SPXL,131.86,5552136,132.11,14.93,8.76,-6.75,133.99,165.61,34.13,39.19,11856446.0,0.09,-2.01,-11.4,-14.44,3.48,0,-3.54,-295081,1.25,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
AMEX:BOIL,BOIL,8.8,5699600,8.91,6.36,8.92,-0.11,9.01,13.38,35.43,8.31,1277734.25,-1.75,-1.72,-0.52,-0.72,0.93,0,-3.27,-334014,0.42,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
AMEX:SOXL,SOXL,29.66,102294695,29.38,69.24,54.61,-14.59,29.6,73.97,35.42,70.82,42277227.69,-3.39,-5.66,-6.86,-9.7,2.25,0,-2.95,-4206312,1.06,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
NASDAQ:NVD,NVD,2.66,38589754,2.7,8.39,15.1,5.14,2.73,2.82,53.01,23.52,1849471.77,-0.02,0.04,0.26,0.36,1.61,0,-2.88,-1173046,0.91,delayed_streaming_900,2,etf_leverage,08-02-2024-11-34
