ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:BOIL,BOIL,8.47,11485050,8.42,34.82,23.92,-4.52,8.73,13.42,35.25,73.85,828336.35,-1.76,-1.74,-0.35,-0.63,1.32,0,-6.92,-665257,0.85,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
NASDAQ:ASML,ASML,810.11,2466079,810.72,29.65,32.33,0.09,809.42,1139.52,36.82,41.2,2538884.74,-32.74,-43.83,-76.83,-72.54,2.66,0,-1.71,-31694,1.38,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
NASDAQ:MSFT,MSFT,405.63,15232283,406.02,21.76,28.68,0.08,407.4,473.19,36.84,30.75,2316432.8,-4.17,-8.24,-9.46,-12.4,1.1,0,-1.66,-184956,0.61,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
AMEX:EWJ,EWJ,64.52,8342596,64.44,75.11,65.91,0.77,64.51,73.15,38.81,82.05,1315100.86,0.11,-0.39,-3.03,-2.96,3.07,0,-0.92,-538045,1.6,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
NASDAQ:AFRM,AFRM,25.02,4013505,24.97,47.52,54.71,2.88,24.59,33.09,32.17,39.35,293985.0,-0.82,-1.14,-1.23,-1.38,1.19,0,-0.52,-64628,0.75,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
NASDAQ:AMD,AMD,133.05,53111205,133.65,17.67,27.14,-1.52,134.85,193.7,28.88,24.35,6446964.7,-5.4,-8.14,1.16,-0.93,1.33,0,-0.34,-1089192,0.87,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
AMEX:FXY,FXY,62.99,507805,62.94,90.99,84.62,-0.16,62.91,62.35,74.68,67.28,6299.0,0.51,0.91,1.2,1.28,3.68,0,0.64,-4750,2.35,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
NASDAQ:NNE,NNE,9.55,659711,9.49,60.0,49.98,7.13,9.09,30.7,35.73,47.77,48456.7,-0.45,-1.96,-0.31,-0.8,0.61,0,1.7,-5586,0.45,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
AMEX:KOLD,KOLD,82.15,650109,82.42,61.7,74.91,4.69,79.47,81.69,63.07,22.92,850396.42,5.6,6.42,2.92,5.3,1.02,0,7.91,-4671,0.75,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
AMEX:DRIP,DRIP,11.27,2431410,11.22,97.86,96.2,0.99,11.01,10.62,64.97,81.78,26484.5,0.07,0.18,1.08,1.11,1.86,0,7.95,-46175,1.19,delayed_streaming_900,2,turttle_email,08-02-2024-13-46
