ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:BOIL,BOIL,8.41,9734372,8.5,8.14,8.29,-6.24,8.81,13.42,33.93,7.46,866181.2,-1.76,-1.75,-0.31,-0.94,1.21,0,-7.58,-451098,0.72,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
NASDAQ:VCNX,VCNX,5.02,189114,4.98,85.29,88.43,2.45,5.06,8.6,44.14,52.61,1004.0,0.09,-0.17,0.27,0.03,1.16,0,-5.1,-4584,0.67,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:UNG,UNG,12.79,3824719,12.86,8.9,8.86,-3.14,13.09,16.12,34.64,6.4,332386.52,-1.01,-1.04,-0.23,-0.68,0.99,0,-3.94,-35663,0.56,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:NVDQ,NVDQ,7.24,18115241,7.14,92.96,86.89,-3.45,7.25,7.7,53.29,88.66,393187.53,-0.07,0.12,0.29,0.76,1.72,0,-3.08,-117561,1.27,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
NYSE:BBVA,BBVA,9.68,934504,9.69,19.05,35.02,-0.46,9.72,11.34,35.4,13.61,29423.03,0.09,-0.02,-0.15,-0.22,1.0,0,-1.37,-6964,0.55,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:LABD,LABD,6.48,16936983,6.49,25.53,16.08,-3.0,6.6,6.95,62.1,64.45,1163751.75,-0.42,-0.32,0.45,0.51,1.35,0,-0.69,39830,0.94,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:TZA,TZA,16.46,33215002,16.47,52.98,36.02,-1.49,16.57,18.66,63.01,85.61,6170309.76,-1.09,-0.88,1.44,1.72,1.41,0,-0.57,443811,0.93,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:TWM,TWM,10.46,4864946,10.45,52.63,34.89,-1.04,10.5,11.31,63.56,83.93,560467.72,-0.45,-0.36,0.63,0.75,1.22,0,-0.38,36602,0.72,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
NASDAQ:ERIC,ERIC,6.74,15561555,6.75,12.78,32.09,-0.08,6.74,6.94,56.29,18.42,396159.44,0.17,0.16,-0.05,-0.11,1.34,0,-0.07,-335998,0.76,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:YANG,YANG,9.62,5933277,9.61,32.12,17.01,-0.85,9.65,9.8,60.09,69.87,774508.34,0.22,0.31,0.17,0.3,1.57,0,0.62,35805,1.05,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:SPDN,SPDN,12.15,3976531,12.13,74.55,48.51,-0.25,12.12,12.09,64.23,83.72,271382.4,-0.02,0.04,0.21,0.31,1.36,0,0.83,-76479,0.83,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:QID,QID,43.8,11172068,43.58,85.44,65.41,-0.52,43.66,43.87,63.73,89.56,2876039.54,0.26,0.88,1.85,2.8,1.76,0,1.54,146181,1.16,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
NASDAQ:GRPN,GRPN,11.83,1286974,11.72,84.47,89.4,3.5,11.57,19.73,30.98,48.39,43540.96,0.23,-0.42,-0.4,-0.77,1.87,0,1.72,-20083,0.8,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:SPXU,SPXU,31.15,12898173,31.06,76.89,51.36,-0.68,31.05,30.71,63.78,87.74,3826149.6,-0.19,0.21,1.58,2.3,1.91,0,2.4,167936,1.13,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:SPXS,SPXS,8.51,49515898,8.46,75.68,52.0,-0.7,8.46,8.38,64.32,84.68,5047864.92,-0.04,0.07,0.42,0.62,1.53,0,2.59,-446481,0.87,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:SCO,SCO,18.42,2055548,18.36,88.63,89.9,1.04,18.16,18.09,55.07,72.01,138225.0,0.23,0.41,1.33,1.59,1.68,0,3.54,-44086,1.1,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:VXX,VXX,61.62,23390743,60.65,80.14,60.3,0.53,60.28,54.96,63.93,92.43,10827640.5,0.85,2.28,10.85,12.82,4.18,0,13.15,-353273,2.75,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:UVXY,UVXY,38.38,30666436,37.41,79.62,59.8,0.52,36.93,32.64,64.85,92.88,12732487.5,0.61,1.8,9.21,10.82,4.76,0,19.54,-748300,2.89,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
AMEX:UVIX,UVIX,10.32,26398865,9.89,81.01,60.73,0.88,9.65,8.37,64.38,92.32,3817223.52,0.15,0.53,3.04,3.54,5.05,0,28.2,-69265,2.91,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-02-2024-13-13
