game_id,team_id,team,opponent,home_away,player_id,sweater_number,name,position,goals,assists,points,plus_minus,pim,hits,power_play_goals,shots_on_goal,faceoff_pct,time_on_ice,blocked_shots,shifts,giveaways,takeaways
2022020051,28,SJS,NYI,away,8482222,94,A. Barabanov,L,0,0,0,-2,0,1,0,1,0.0,16:27,1,22,0,0
2022020064,28,SJS,NYR,away,8482222,94,A. Barabanov,L,0,0,0,-1,0,1,0,1,0.0,15:11,2,22,1,0
2022020075,28,SJS,NJD,away,8482222,94,A. Barabanov,L,0,0,0,-1,0,2,0,0,0.0,16:57,0,22,0,0
2022020091,28,SJS,PHI,away,8482222,94,A. Barabanov,L,0,1,1,0,0,1,0,0,0.0,17:06,0,22,0,1
2022020107,28,SJS,VGK,home,8482222,94,A. Barabanov,L,0,0,0,-1,0,0,0,1,0.0,19:37,1,21,0,0
2022020119,28,SJS,TOR,home,8482222,94,A. Barabanov,L,0,2,2,0,0,1,0,1,0.0,16:09,1,22,3,2
2022020129,28,SJS,TBL,home,8482222,94,A. Barabanov,L,0,0,0,-1,0,1,0,1,0.0,18:57,2,24,0,0
2022020158,28,SJS,ANA,home,8482222,94,A. Barabanov,L,0,2,2,0,0,1,0,3,0.0,17:46,0,24,0,0
2022020173,28,SJS,FLA,home,8482222,94,A. Barabanov,L,0,1,1,0,0,0,0,4,0.0,19:03,1,24,2,2
2022020188,28,SJS,ANA,home,8482222,94,A. Barabanov,L,0,0,0,-1,0,1,0,1,0.0,22:35,2,27,0,0
2022020218,28,SJS,STL,away,8482222,94,A. Barabanov,L,0,0,0,0,0,0,0,3,0.0,16:03,0,18,1,0
2022020223,28,SJS,DAL,away,8482222,94,A. Barabanov,L,1,1,2,1,0,2,1,2,0.0,18:01,1,21,0,0
2022020240,28,SJS,MIN,away,8482222,94,A. Barabanov,L,0,0,0,-1,0,1,0,3,0.0,18:53,0,23,1,0
2022020256,28,SJS,VGK,away,8482222,94,A. Barabanov,L,0,2,2,1,0,1,0,3,0.0,15:53,0,20,0,0
2022020272,28,SJS,DET,home,8482222,94,A. Barabanov,L,0,0,0,-2,2,0,0,1,0.0,18:47,1,20,0,2
2022020288,28,SJS,NYR,home,8482222,94,A. Barabanov,L,0,0,0,0,0,0,0,0,0.0,15:19,1,21,2,0
2022020299,28,SJS,OTT,home,8482222,94,A. Barabanov,L,0,1,1,1,0,1,0,2,0.0,20:33,0,24,1,1
2022020316,28,SJS,SEA,away,8482222,94,A. Barabanov,L,1,0,1,2,0,0,0,1,0.0,16:36,1,18,0,0
2022020331,28,SJS,LAK,home,8482222,94,A. Barabanov,L,1,0,1,0,0,1,0,4,0.0,17:11,1,20,1,1
2022020344,28,SJS,VAN,home,8482222,94,A. Barabanov,L,0,1,1,-4,0,1,0,0,0.0,17:05,2,23,0,0
2022020354,28,SJS,MTL,away,8482222,94,A. Barabanov,L,0,1,1,2,0,0,0,3,0.0,15:57,1,17,0,0
2022020363,28,SJS,TOR,away,8482222,94,A. Barabanov,L,0,0,0,0,0,1,0,2,0.0,16:01,0,21,0,0
2023020016,28,SJS,VGK,home,8482222,94,A. Barabanov,L,0,0,0,-1,0,0,0,0,0.0,14:04,0,17,1,0
