"Team","Opp","Location","P1TG","P2TG","P3TG","OTTG","TGG","P1OG","P2OG","P3OG","OTOG","TOG"
"0","WPG","away","1","0","0","0","1","0","0","1","0","1"
"0","BOS","away","1","0","0","0","1","0","1","0","0","1"
"0","MIN","away","2","2","1","0","5","1","1","2","0","4"
"0","DAL","away","2","0","0","0","2","0","2","0","0","2"
"0","STL","away","0","0","0","0","0","0","0","0","0","0"
"0","UTA","away","1","0","0","0","1","0","0","1","0","1"
"0","EDM","away","0","2","1","0","3","1","1","0","0","2"
"0","CGY","away","1","2","0","0","3","1","0","2","0","3"
"0","SEA","away","2","1","1","0","4","1","0","2","0","3"
"0","NSH","away","2","1","0","0","3","0","1","2","0","3"
"0","BOS","away","2","1","0","0","3","0","3","0","0","3"
"0","DET","away","1","1","1","0","3","1","1","0","0","2"
"0","TBL","away","2","0","0","0","2","2","0","0","0","2"
"0","UTA","away","1","3","1","0","5","2","2","0","0","4"
"0","LAK","away","0","3","1","0","4","1","1","1","0","3"
"0","SJS","away","0","1","0","0","1","0","1","0","0","1"
"0","MTL","away","1","1","1","0","3","0","1","1","0","2"
"0","NYI","away","2","1","0","0","3","0","1","2","0","3"
"0","TBL","away","0","1","1","0","2","1","0","0","0","1"
"0","BUF","away","1","1","0","0","2","2","0","0","0","2"
"0","NYI","away","1","2","1","0","4","1","0","2","0","3"
"0","CHI","away","0","1","0","0","1","1","0","0","0","1"
"0","PHI","away","2","1","0","0","3","2","1","0","0","3"
"0","EDM","away","1","2","0","0","3","0","1","2","0","3"
"0","PIT","away","2","0","1","0","3","0","2","0","0","2"
"0","PIT","away","1","2","0","0","3","2","1","0","0","3"
