"Team","Opp","Location","P1TG","P2TG","P3TG","OTTG","TGG","P1OG","P2OG","P3OG","OTOG","TOG"
"PIT","DET","away","1","3","2","0","6","1","1","1","0","3"
"PIT","TOR","away","1","0","1","0","2","0","2","2","0","4"
"PIT","MTL","away","2","1","3","0","6","1","2","0","0","3"
"PIT","3","home","1","2","2","0","5","0","2","0","0","2"
"PIT","CAR","home","1","0","0","0","1","1","2","1","0","4"
"PIT","WPG","away","0","2","1","0","3","0","3","3","0","6"
"PIT","EDM","away","0","0","0","0","0","0","2","2","0","4"
"PIT","VAN","away","1","1","1","0","3","0","4","0","0","4"
"PIT","MIN","home","2","0","1","0","3","2","2","1","0","5"
"PIT","1","home","0","0","1","0","1","0","0","0","0","0"
"PIT","MTL","home","1","1","1","0","3","0","0","1","0","1"
"PIT","CAR","away","0","0","1","0","1","2","2","1","0","5"
"PIT","WSH","away","2","0","2","0","4","1","1","0","0","2"
"PIT","DAL","home","0","1","0","0","1","6","0","1","0","7"
"PIT","0","home","0","2","0","0","2","2","0","1","0","3"
"PIT","CBJ","away","1","1","0","0","2","2","1","3","0","6"
"PIT","0","home","2","1","0","0","3","1","2","0","0","3"
