"Team","Opp","Location","P1TG","P2TG","P3TG","OTTG","TGG","P1OG","P2OG","P3OG","OTOG","TOG"
"WSH","NJD","home","1","1","1","0","3","2","2","1","0","5"
"WSH","VGK","home","1","3","0","0","4","1","1","0","0","2"
"WSH","DAL","home","0","3","0","0","3","1","1","0","0","2"
"WSH","PHI","away","2","0","2","0","4","0","0","1","0","1"
"WSH","PHI","home","1","3","2","0","6","0","2","1","0","3"
"WSH","TBL","away","0","0","0","0","0","0","1","2","0","3"
"WSH","NYR","home","3","1","1","0","5","1","2","0","0","3"
"WSH","MTL","home","0","3","3","0","6","0","3","0","0","3"
"WSH","CBJ","home","5","1","1","0","7","0","2","0","0","2"
"WSH","CAR","away","2","0","0","0","2","1","2","1","0","4"
"WSH","NSH","home","1","1","1","0","3","1","1","0","0","2"
"WSH","PIT","home","1","1","0","0","2","2","0","2","0","4"
"WSH","STL","away","1","2","5","0","8","1","0","0","0","1"
"WSH","1","home","2","1","0","0","3","0","2","1","0","3"
"WSH","COL","away","2","2","1","0","5","1","1","0","0","2"
