ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:BOIL,BOIL,67.21,1911381,67.68,35.96,52.41,-2.13,67.99,76.3,59.84,29.1,1106241.24,1.74,1.88,2.02,1.15,0.89,0,-1.22,24335,0.62,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:YANG,YANG,51.83,1192985,51.75,86.02,89.78,0.84,51.79,77.12,38.85,60.29,427649.33,-3.91,-4.9,0.76,0.06,0.63,0,-0.77,-5486,0.6,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:UNG,UNG,18.55,5069272,18.63,31.1,44.86,-1.15,18.67,19.7,60.41,30.09,826161.35,0.35,0.37,0.3,0.16,1.25,0,-0.7,-112738,0.76,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:SPXU,SPXU,20.76,7161807,20.76,50.23,55.23,0.41,20.75,22.3,37.24,37.96,559305.28,-0.28,-0.27,0.12,0.08,0.95,0,-0.65,-113841,0.58,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:SPXS,SPXS,5.79,19504665,5.79,42.04,49.41,0.35,5.79,6.22,36.74,56.29,4714421.01,-0.07,-0.07,0.03,0.02,0.49,0,-0.64,587261,0.31,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:QID,QID,30.78,2525450,30.76,39.8,45.67,0.71,30.7,32.91,40.03,43.96,249366.6,-0.29,-0.32,0.28,0.3,0.64,0,-0.49,-21265,0.44,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:TZA,TZA,12.27,16492786,12.28,57.29,73.46,1.07,12.22,12.82,46.42,28.3,3816787.25,-0.05,-0.05,0.3,0.31,0.76,0,-0.4,156620,0.48,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:SCO,SCO,15.92,656096,15.93,62.23,55.25,-0.69,16.0,17.37,43.11,51.75,411898.16,-0.1,-0.02,-0.42,-0.43,0.65,0,-0.38,19012,0.46,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:TWM,TWM,42.87,110963,42.91,58.8,79.02,0.73,42.8,44.1,45.74,27.95,249246.18,-0.14,-0.12,0.69,0.68,0.44,0,-0.28,5547,0.27,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:SPDN,SPDN,10.76,2186973,10.76,56.59,51.91,0.14,10.76,10.99,38.47,72.21,1135018.6,-0.04,-0.04,0.03,0.01,0.62,0,-0.19,-1925,0.36,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
NASDAQ:ERIC,ERIC,7.72,8796142,7.72,38.89,33.33,-0.39,7.73,8.93,49.76,54.89,68709.79,-0.15,-0.17,0.05,0.05,0.68,0,0.13,100811,0.49,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
NYSE:BBVA,BBVA,12.14,638257,12.13,58.67,56.44,0.25,12.09,12.25,68.35,67.82,138351.14,0.41,0.45,0.29,0.23,0.42,0,1.05,19727,0.25,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
NASDAQ:GRPN,GRPN,11.78,173803,11.77,94.12,85.92,0.47,11.73,11.95,64.77,93.8,15296.93,-0.02,0.12,-0.04,-0.0,0.69,0,1.16,545,0.24,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
AMEX:LABD,LABD,7.41,11030046,7.41,24.93,37.99,0.54,7.37,7.95,58.77,19.58,811539.66,-0.03,0.02,0.36,0.41,0.8,0,2.21,116459,0.52,delayed_streaming_900,2,premarket_losers_marketchameleon_news,02-11-2025-13-29
