game_id,team_id,team,opponent,home_away,player_id,sweater_number,name,position,goals,assists,points,plus_minus,pim,hits,power_play_goals,shots_on_goal,faceoff_pct,time_on_ice,blocked_shots,shifts,giveaways,takeaways
2022020006,12,CAR,CBJ,home,8480830,37,A. Svechnikov,R,1,0,1,2,0,2,0,2,0.0,17:04,1,24,0,1
2022020024,12,CAR,SJS,away,8480830,37,A. Svechnikov,R,0,1,1,0,0,1,0,3,0.0,16:43,0,23,2,1
2022020047,12,CAR,SEA,away,8480830,37,A. Svechnikov,R,2,1,3,1,0,0,1,6,0.0,16:52,0,21,0,0
2022020069,12,CAR,EDM,away,8480830,37,A. Svechnikov,R,3,0,3,-1,0,2,1,7,0.0,20:18,0,25,0,0
2022020085,12,CAR,CGY,away,8480830,37,A. Svechnikov,R,0,0,0,0,2,2,0,0,0.0,20:38,0,24,0,0
2022020097,12,CAR,VAN,away,8480830,37,A. Svechnikov,R,1,0,1,-1,0,2,1,5,0.0,18:49,1,24,0,0
2022020124,12,CAR,NYI,home,8480830,37,A. Svechnikov,R,0,0,0,-1,0,3,0,3,0.0,17:18,1,23,1,1
2022020130,12,CAR,PHI,away,8480830,37,A. Svechnikov,R,0,0,0,0,2,2,0,5,0.0,20:13,0,28,1,2
2022020145,12,CAR,WSH,home,8480830,37,A. Svechnikov,R,1,0,1,1,0,2,0,2,0.0,21:47,0,24,0,1
2022020162,12,CAR,TBL,away,8480830,37,A. Svechnikov,R,0,1,1,-1,2,3,0,4,0.0,22:48,0,20,1,2
2022020174,12,CAR,BUF,home,8480830,37,A. Svechnikov,R,0,2,2,1,0,1,0,3,0.0,16:44,0,21,1,0
2022020191,12,CAR,TOR,home,8480830,37,A. Svechnikov,R,0,1,1,-2,0,1,0,0,0.0,17:40,0,25,1,0
2022020207,12,CAR,FLA,away,8480830,37,A. Svechnikov,R,0,0,0,-1,0,3,0,2,0.0,19:31,0,22,1,0
2022020212,12,CAR,EDM,home,8480830,37,A. Svechnikov,R,3,0,3,3,0,1,0,4,0.0,18:56,0,22,0,0
2022020233,12,CAR,COL,away,8480830,37,A. Svechnikov,R,0,0,0,-1,2,3,0,2,0.0,17:52,0,22,1,0
2022020245,12,CAR,CHI,away,8480830,37,A. Svechnikov,R,1,0,1,1,0,2,0,4,0.0,16:56,0,18,1,0
2022020261,12,CAR,COL,home,8480830,37,A. Svechnikov,R,0,0,0,-1,0,0,0,7,0.0,20:17,0,22,1,0
2022020283,12,CAR,MIN,away,8480830,37,A. Svechnikov,R,0,0,0,0,0,1,0,1,0.0,17:43,0,21,0,0
2022020294,12,CAR,WPG,away,8480830,37,A. Svechnikov,R,1,1,2,-1,0,4,0,4,0.0,17:56,0,21,0,0
2022020303,12,CAR,ARI,home,8480830,37,A. Svechnikov,R,0,0,0,-2,2,0,0,4,0.0,19:55,0,20,1,0
2022020318,12,CAR,BOS,away,8480830,37,A. Svechnikov,R,0,1,1,0,4,5,0,0,0.0,19:21,0,22,2,0
2022020333,12,CAR,CGY,home,8480830,37,A. Svechnikov,R,0,1,1,-1,0,2,0,2,0.0,18:28,0,22,1,0
2022020352,12,CAR,PIT,away,8480830,37,A. Svechnikov,R,1,1,2,1,0,1,0,2,0.0,17:02,1,23,0,2
2022020369,12,CAR,STL,away,8480830,37,A. Svechnikov,R,0,0,0,0,0,2,0,3,0.0,14:44,0,18,0,0
2023020112,12,CAR,SJS,home,8480830,37,A. Svechnikov,R,0,0,0,0,2,4,0,4,0.0,13:40,1,16,0,2
2023020131,12,CAR,PHI,away,8480830,37,A. Svechnikov,R,0,1,1,0,2,2,0,0,0.0,14:16,0,18,0,0
2023020148,12,CAR,NYR,away,8480830,37,A. Svechnikov,R,0,0,0,-1,0,2,0,2,0.0,17:48,0,19,1,0
2023020167,12,CAR,NYI,away,8480830,37,A. Svechnikov,R,0,2,2,0,0,2,0,2,0.0,16:13,0,22,1,0
2023020180,12,CAR,BUF,home,8480830,37,A. Svechnikov,R,0,0,0,0,2,2,0,1,0.0,16:07,0,20,1,0
2023020205,12,CAR,FLA,away,8480830,37,A. Svechnikov,R,0,0,0,-2,2,3,0,3,0.0,16:13,0,21,0,0
2023020214,12,CAR,TBL,away,8480830,37,A. Svechnikov,R,0,1,1,2,2,1,0,0,0.0,17:35,0,22,0,0
2023020238,12,CAR,PHI,home,8480830,37,A. Svechnikov,R,0,0,0,-1,2,1,0,6,0.0,20:07,1,24,1,1
2023020259,12,CAR,PIT,home,8480830,37,A. Svechnikov,R,0,1,1,1,2,6,0,1,0.0,15:21,0,19,1,0
2023020279,12,CAR,EDM,home,8480830,37,A. Svechnikov,R,0,1,1,1,2,4,0,2,0.0,18:08,1,19,0,0
2023020303,12,CAR,TBL,home,8480830,37,A. Svechnikov,R,0,1,1,-1,2,0,0,1,0.0,14:54,0,18,1,0
2023020318,12,CAR,CBJ,home,8480830,37,A. Svechnikov,R,1,1,2,2,0,1,0,6,0.0,15:32,0,18,1,1
2023020341,12,CAR,NYI,home,8480830,37,A. Svechnikov,R,0,0,0,0,0,3,0,4,0.0,18:10,0,20,1,1
2023020360,12,CAR,BUF,home,8480830,37,A. Svechnikov,R,0,2,2,0,2,2,0,1,0.0,12:58,0,17,2,0
2023020377,12,CAR,WPG,away,8480830,37,A. Svechnikov,R,0,0,0,0,0,0,0,5,0.0,20:23,0,21,0,0
2023020391,12,CAR,EDM,away,8480830,37,A. Svechnikov,R,0,0,0,-1,0,1,0,3,0.0,18:06,0,20,0,0
2023020486,12,CAR,VGK,home,8480830,37,A. Svechnikov,R,1,0,1,-1,0,5,1,4,0.0,15:58,0,19,2,1
2023020503,12,CAR,PIT,away,8480830,37,A. Svechnikov,R,0,0,0,1,2,1,0,0,0.0,15:30,1,20,0,1
2023020516,12,CAR,NYI,home,8480830,37,A. Svechnikov,R,0,2,2,-1,0,5,0,4,0.0,20:33,1,22,1,0
2023020535,12,CAR,NSH,away,8480830,37,A. Svechnikov,R,1,1,2,0,0,1,0,2,0.0,17:59,0,18,0,0
2023020542,12,CAR,MTL,home,8480830,37,A. Svechnikov,R,3,0,3,3,2,2,1,3,0.0,16:07,0,21,0,1
2023020561,12,CAR,TOR,away,8480830,37,A. Svechnikov,R,0,2,2,1,0,7,0,3,0.0,16:48,0,25,0,0
