ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:TSLZ,TSLZ,18.3,2553319,18.27,35.9,24.4,-0.43,18.66,21.99,41.35,67.75,12810.0,-0.69,-0.01,-0.34,-1.75,0.74,0,-8.32,-14586,0.61,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:UVIX,UVIX,5.56,11380512,5.61,11.9,8.53,-4.71,5.82,13.93,53.29,28.16,422193.04,0.86,0.52,-0.27,-0.66,0.57,1,-7.64,-507357,0.49,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:SOXS,SOXS,26.41,40959626,26.15,90.86,64.71,1.15,26.95,36.33,46.26,87.74,5527551.2,2.01,1.85,-1.23,-3.01,0.7,0,-6.48,614146,0.59,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
NASDAQ:NVD,NVD,2.12,32684845,2.12,42.34,29.6,-0.93,2.17,2.99,44.63,45.56,130292.65,0.05,0.03,-0.08,-0.24,0.63,0,-6.21,-282745,0.59,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:UVXY,UVXY,27.16,5643895,27.35,16.45,11.64,-3.59,28.19,49.84,53.33,39.86,878272.92,3.25,2.62,-0.95,-2.34,0.39,1,-5.89,-210941,0.33,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:BOIL,BOIL,10.26,7831363,10.25,86.11,85.49,-0.82,10.46,11.62,56.3,70.26,28539.66,-1.34,-0.96,-0.47,-0.37,0.62,0,-5.44,16675,0.55,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:TECS,TECS,6.62,13614026,6.6,63.08,41.27,0.27,6.71,8.44,49.88,79.45,150157.69,0.37,0.35,-0.2,-0.58,0.73,0,-5.16,-45338,0.63,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:DUST,DUST,6.19,14689854,6.19,28.52,19.91,0.01,6.25,7.14,41.61,49.32,1049738.03,-0.09,-0.06,-0.11,-0.15,0.95,0,-4.1,86861,0.85,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
NASDAQ:SQQQ,SQQQ,9.02,134117125,9.0,62.0,41.27,0.35,9.14,10.91,52.46,83.44,5883358.55,0.37,0.37,-0.23,-0.62,0.61,0,-3.74,830822,0.55,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:SPXS,SPXS,8.0,36315646,7.99,42.81,30.43,0.05,8.08,9.12,53.92,79.6,1153894.36,0.16,0.17,-0.17,-0.36,0.63,0,-2.58,893472,0.52,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:SPXU,SPXU,29.34,5805483,29.33,34.65,21.42,-0.03,29.71,33.45,53.89,74.69,351523.75,0.57,0.62,-0.62,-1.33,0.5,0,-2.56,79905,0.42,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:QID,QID,41.0,5601566,40.96,54.66,34.56,0.19,41.4,46.61,49.66,86.44,602589.05,1.18,1.18,-0.68,-1.86,0.64,0,-2.54,-32868,0.52,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:TZA,TZA,16.81,15849315,16.79,49.83,39.46,0.48,17.04,18.66,51.8,67.39,1534606.34,-0.24,0.13,-0.43,-0.62,0.52,0,-1.8,-127509,0.45,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:SDOW,SDOW,15.95,10933055,15.95,31.86,23.61,-0.13,16.11,17.29,55.94,32.35,789839.05,-0.01,0.1,-0.29,-0.47,0.52,0,-1.79,15051,0.45,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:SDS,SDS,23.46,7540716,23.45,33.41,19.1,0.02,23.62,25.62,54.01,78.31,951678.36,0.32,0.35,-0.33,-0.7,0.51,0,-1.68,82130,0.41,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:LABD,LABD,6.37,11519926,6.36,40.16,33.58,0.95,6.35,7.16,52.77,59.76,263297.58,-0.14,-0.04,-0.01,-0.17,0.69,0,-1.32,49975,0.57,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:TWM,TWM,10.63,3312507,10.62,46.94,39.78,0.36,10.7,11.43,52.91,67.61,353319.94,-0.08,0.08,-0.18,-0.27,0.55,0,-1.21,26354,0.45,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
AMEX:YANG,YANG,8.9,2915088,8.89,66.68,52.42,-0.23,8.95,10.03,40.01,77.86,11563.5,0.29,0.22,-0.09,-0.11,0.49,1,-1.06,-22736,0.43,delayed_streaming_900,2,etf_leverage,08-13-2024-15-28
