ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
AMEX:SOXS,SOXS,25.96,36837298,26.16,21.39,34.79,-3.19,27.06,36.33,45.17,33.84,10826228.6,2.0,1.82,-3.34,-3.56,0.71,0,-8.08,-1355855,0.53,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:TSLZ,TSLZ,18.39,2321743,18.33,76.1,76.45,-1.52,18.7,22.0,41.8,70.37,392497.77,-0.69,-0.01,-1.82,-1.68,0.75,0,-7.87,-52576,0.56,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:NVD,NVD,2.12,30024463,2.14,36.06,46.3,-2.53,2.18,2.99,44.59,32.8,231296.28,0.05,0.03,-0.27,-0.25,0.64,0,-5.76,-901946,0.54,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:BOIL,BOIL,10.24,6602346,10.27,15.42,15.96,-0.68,10.51,11.62,55.47,34.19,328923.83,-1.34,-0.96,-0.35,-0.51,0.6,0,-5.6,-50132,0.47,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:TECS,TECS,6.6,11826885,6.62,24.74,35.68,-1.62,6.73,8.44,49.47,38.11,476510.68,0.37,0.35,-0.61,-0.63,0.74,0,-5.47,-669151,0.54,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:DUST,DUST,6.19,12652701,6.21,29.41,41.02,-1.07,6.26,7.14,41.59,23.66,400630.65,-0.09,-0.06,-0.18,-0.17,0.94,0,-4.02,-182344,0.73,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:SQQQ,SQQQ,9.0,124205077,9.01,36.64,42.33,-1.42,9.16,10.9,52.29,57.49,8602047.86,0.37,0.36,-0.64,-0.68,0.65,0,-3.9,-4464935,0.51,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:UVIX,UVIX,5.8,8328935,5.82,42.74,38.22,-3.74,5.91,13.93,53.63,79.96,334655.46,0.86,0.54,-0.58,-0.58,0.47,0,-3.66,-627817,0.36,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:UVXY,UVXY,28.03,4427948,28.1,40.05,36.36,-2.68,28.41,49.86,53.75,79.29,1190453.01,3.26,2.68,-1.97,-2.06,0.34,0,-2.88,-176480,0.26,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:QID,QID,40.97,5116686,41.0,35.65,40.12,-0.85,41.45,46.61,49.54,60.85,1089781.14,1.18,1.18,-1.91,-2.01,0.64,0,-2.61,-492344,0.47,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SPXS,SPXS,8.0,31769732,8.01,21.69,28.23,-1.1,8.1,9.12,53.76,44.82,2021914.45,0.16,0.17,-0.36,-0.4,0.64,0,-2.51,-2340219,0.46,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SPXU,SPXU,29.4,5239164,29.41,22.96,29.31,-0.99,29.76,33.45,53.98,44.41,413302.39,0.57,0.63,-1.26,-1.42,0.5,0,-2.36,-343888,0.38,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:TZA,TZA,16.82,14565475,16.83,30.55,40.85,-1.41,17.06,18.66,51.82,24.0,1440633.81,-0.24,0.14,-0.65,-0.68,0.54,0,-1.73,-714039,0.41,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SDS,SDS,23.48,6146117,23.49,23.34,27.81,-0.66,23.66,25.62,53.98,48.2,2191361.86,0.32,0.36,-0.67,-0.74,0.48,0,-1.59,-790120,0.33,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SDOW,SDOW,16.0,9537815,16.01,34.69,42.9,-0.68,16.14,17.29,56.42,24.54,977808.0,-0.01,0.11,-0.39,-0.48,0.52,0,-1.48,-585086,0.39,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:TWM,TWM,10.63,2799407,10.64,29.11,40.23,-0.97,10.72,11.43,52.81,17.15,371763.13,-0.08,0.08,-0.28,-0.28,0.55,0,-1.21,-117957,0.38,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:YANG,YANG,8.9,2626845,8.9,24.81,16.07,-1.22,8.96,10.03,40.12,33.68,124376.1,0.29,0.22,-0.14,-0.07,0.51,1,-1.0,-46757,0.39,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:LABD,LABD,6.4,9856634,6.37,80.05,74.39,0.39,6.35,7.16,53.34,60.86,1150944.0,-0.14,-0.04,-0.1,-0.13,0.67,0,-0.85,-289996,0.49,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:TMF,TMF,57.16,4828535,57.27,11.64,14.16,0.27,57.14,60.11,49.07,30.95,1534216.36,1.36,1.65,0.98,0.8,0.5,0,-0.39,-115530,0.41,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:DRIP,DRIP,10.76,1018516,10.79,25.83,30.41,-0.6,10.82,11.85,49.89,5.29,82765.92,0.32,0.36,0.21,0.18,0.62,0,0.09,-7415,0.46,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:FAZ,FAZ,9.74,3135331,9.75,23.77,34.9,-0.41,9.79,10.6,58.06,15.01,234432.06,-0.08,-0.0,-0.13,-0.17,0.6,0,0.1,-203322,0.42,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:YINN,YINN,21.28,1517045,21.26,79.4,85.68,1.19,21.13,23.01,58.87,48.17,362206.88,-0.95,-0.77,0.35,0.19,0.53,-1,1.04,-17424,0.44,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:UWM,UWM,38.15,724437,38.13,70.45,59.58,0.9,37.82,47.47,46.57,80.71,316568.7,-0.0,-0.68,0.92,0.98,0.54,0,1.11,-18133,0.36,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:UDOW,UDOW,80.38,1703438,80.32,73.79,63.39,0.7,79.61,92.15,43.04,74.22,183645.45,-0.34,-1.03,1.92,2.38,0.42,0,1.53,-114705,0.33,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SSO,SSO,80.58,1339552,80.55,80.39,74.32,0.63,79.88,87.92,45.85,53.92,304933.64,-1.32,-1.49,2.2,2.43,0.4,0,1.55,-69145,0.31,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:URTY,URTY,44.14,680164,44.09,68.31,54.36,1.28,43.56,61.62,46.77,75.82,364237.5,-0.15,-1.41,1.62,1.69,0.42,0,1.56,2173,0.33,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SCO,SCO,16.55,1201429,16.55,73.25,64.38,0.0,16.44,18.52,34.27,84.08,222845.75,0.35,0.23,0.37,0.35,0.75,0,1.6,8852,0.56,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:TNA,TNA,37.43,13758338,37.41,66.02,57.85,1.3,36.95,52.31,46.05,76.44,3532164.48,-0.14,-1.21,1.34,1.42,0.67,0,1.6,-242775,0.5,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SPXL,SPXL,139.21,2416183,139.14,78.1,71.07,0.97,137.6,159.61,45.56,57.39,833769.12,-3.71,-4.23,5.59,6.22,0.52,0,2.29,-88273,0.33,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:UPRO,UPRO,73.28,3157390,73.24,78.46,71.49,0.94,72.49,83.98,45.69,57.32,439313.6,-1.95,-2.22,2.94,3.28,0.6,0,2.3,-166262,0.43,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:QLD,QLD,91.13,2094979,91.09,62.22,57.93,0.8,90.14,103.44,50.51,37.91,801306.09,-3.35,-3.42,3.88,4.12,0.6,0,2.51,-107340,0.4,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:TQQQ,TQQQ,63.22,42095017,63.18,62.0,57.48,1.23,62.2,77.16,49.97,39.25,15034019.85,-3.82,-3.92,3.95,4.22,0.64,0,3.72,-1730405,0.47,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:TSLA,TSLA,206.34,57133211,206.69,24.93,26.03,0.71,204.52,258.17,56.99,24.24,91851879.77,-2.9,-6.37,8.84,8.27,1.08,0,3.97,-805263,0.74,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:TECL,TECL,76.64,1390197,76.44,73.47,63.91,1.5,75.08,99.89,50.28,54.08,516596.54,-6.72,-6.85,6.05,6.08,0.71,0,4.79,-54799,0.48,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:NVDL,NVDL,55.99,23133505,55.75,68.42,58.63,2.45,54.67,69.94,53.37,54.4,7896482.82,-5.06,-4.85,5.87,5.39,0.86,0,5.2,-472074,0.69,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:NVDX,NVDX,13.59,7525552,13.53,70.78,61.04,2.41,13.27,16.97,53.58,60.11,811146.33,-1.22,-1.17,1.42,1.31,0.83,0,5.27,-392255,0.67,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:CONL,CONL,33.18,1741559,33.26,19.14,23.64,4.06,32.54,64.89,50.32,27.19,266826.52,-4.01,-5.2,2.25,2.04,0.65,0,5.53,-30392,0.49,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:BITX,BITX,29.25,4926307,29.35,28.38,41.72,5.3,28.4,42.92,48.86,23.73,969813.0,-1.82,-2.22,1.91,1.61,0.87,0,7.34,-206169,0.63,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
AMEX:SOXL,SOXL,35.1,77495136,34.85,77.71,64.4,2.7,33.79,56.04,52.02,63.73,27664529.38,-6.09,-6.27,3.61,3.83,0.74,0,7.47,-2348311,0.55,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:TSLT,TSLT,12.5,3406272,12.54,24.83,25.19,1.46,12.3,20.46,56.2,24.53,320381.1,-0.7,-1.15,1.04,0.96,0.76,0,7.85,-124280,0.56,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
NASDAQ:TSLL,TSLL,9.15,35944113,9.18,23.91,24.42,1.44,9.02,14.91,56.82,25.69,2033616.25,-0.5,-0.83,0.76,0.7,1.11,0,7.96,-1119274,0.85,delayed_streaming_900,2,etf_leverage,08-13-2024-14-25
