ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:NNE,NNE,6.61,1930492,6.63,42.5,38.74,-0.9,6.89,21.39,34.89,37.37,51306.04,-2.27,-2.9,0.11,-1.57,2.0,0,-19.69,-13503,1.74,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
AMEX:BOIL,BOIL,10.28,7943662,10.26,90.76,87.36,0.34,10.46,11.62,56.56,69.74,354215.4,-1.34,-0.96,-0.15,-0.29,0.62,0,-5.25,-17446,0.56,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
AMEX:FXY,FXY,63.02,97330,63.02,87.58,79.75,0.03,62.95,64.89,57.97,80.44,766444.8,1.09,1.21,0.11,0.23,0.24,0,0.21,11303,0.22,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
AMEX:DRIP,DRIP,10.81,1349875,10.77,92.82,88.5,-0.04,10.8,11.85,50.8,93.26,213030.7,0.33,0.36,-0.01,0.27,0.67,0,0.56,-24988,0.62,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
AMEX:EWJ,EWJ,67.55,5588248,67.52,94.49,94.06,0.12,67.31,72.79,61.95,76.44,3087803.94,-0.86,-0.99,0.11,1.82,0.59,0,0.82,-122575,0.46,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
NASDAQ:ASML,ASML,868.24,1042386,868.3,38.62,25.33,0.14,864.9,954.04,50.5,42.78,3396147.8,-39.82,-37.02,3.44,12.92,0.86,0,0.86,-8878,0.54,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
NASDAQ:MSFT,MSFT,413.9,8815494,414.17,27.63,32.9,-0.1,412.72,451.23,43.95,19.25,25562871.36,-9.54,-10.08,1.8,8.42,0.52,0,1.05,-141919,0.32,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
NASDAQ:AMD,AMD,140.7,34629666,140.47,58.93,41.58,0.0,139.87,159.53,51.63,65.9,26185445.28,-7.51,-7.03,1.06,4.06,0.62,0,1.87,-433331,0.51,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
NASDAQ:AFRM,AFRM,26.19,4338991,26.24,37.84,35.13,0.33,26.13,31.56,49.34,58.72,1121438.6,-1.27,-1.28,-0.05,1.04,0.9,0,2.3,-56728,0.7,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
AMEX:KOLD,KOLD,66.43,631981,66.44,6.66,12.16,-0.3,65.27,81.81,39.66,24.0,59148.52,4.17,2.32,0.82,1.67,0.65,0,5.44,-3290,0.63,delayed_streaming_900,2,turttle_email,08-13-2024-15-49
