game_id,team_id,team,opponent,home_away,player_id,sweater_number,name,position,goals,assists,points,plus_minus,pim,hits,power_play_goals,shots_on_goal,faceoff_pct,time_on_ice,blocked_shots,shifts,giveaways,takeaways
2022020007,10,TOR,MTL,away,8477021,15,A. Kerfoot,C,0,0,0,0,2,0,0,4,0.333333,15:18,0,21,0,1
2022020015,10,TOR,WSH,home,8477021,15,A. Kerfoot,C,0,1,1,0,0,0,0,0,0.6,14:23,2,20,1,0
2022020030,10,TOR,OTT,home,8477021,15,A. Kerfoot,C,0,0,0,1,0,1,0,2,0.333333,15:39,0,20,2,2
2022020040,10,TOR,ARI,home,8477021,15,A. Kerfoot,C,0,0,0,0,0,1,0,0,0.6,16:58,0,22,0,2
2022020061,10,TOR,DAL,home,8477021,15,A. Kerfoot,C,1,0,1,1,2,0,1,3,0.666667,16:24,0,21,0,1
2022020082,10,TOR,WPG,away,8477021,15,A. Kerfoot,C,0,0,0,-1,0,0,0,1,0.333333,15:23,0,24,0,0
2022020096,10,TOR,VGK,away,8477021,15,A. Kerfoot,C,0,0,0,0,2,0,0,1,0.333333,14:00,0,20,0,0
2022020119,10,TOR,SJS,away,8477021,15,A. Kerfoot,C,0,2,2,1,0,0,0,0,0.0,15:56,1,22,0,1
2022020134,10,TOR,LAK,away,8477021,15,A. Kerfoot,C,0,0,0,-1,0,0,0,2,0.0,18:10,0,26,0,0
2022020142,10,TOR,ANA,away,8477021,15,A. Kerfoot,C,0,1,1,-1,0,0,0,2,0.666667,15:37,1,23,0,0
2022020159,10,TOR,PHI,home,8477021,15,A. Kerfoot,C,0,0,0,1,0,0,0,2,0.2,15:22,1,23,2,1
2022020179,10,TOR,BOS,home,8477021,15,A. Kerfoot,C,0,0,0,0,0,1,0,1,0.0,15:11,1,21,0,2
2022020191,10,TOR,CAR,away,8477021,15,A. Kerfoot,C,0,0,0,0,0,0,0,1,0.0,18:53,0,24,1,0
2022020201,10,TOR,VGK,home,8477021,15,A. Kerfoot,C,0,0,0,0,0,0,0,3,0.5,19:02,0,23,0,0
2022020221,10,TOR,PIT,home,8477021,15,A. Kerfoot,C,0,0,0,-2,0,1,0,1,0.0,14:06,1,18,1,2
2022020230,10,TOR,VAN,home,8477021,15,A. Kerfoot,C,0,0,0,0,0,0,0,3,1.0,16:24,0,19,1,0
2022020251,10,TOR,PIT,away,8477021,15,A. Kerfoot,C,0,1,1,2,0,0,0,3,1.0,17:24,1,22,0,0
2022020264,10,TOR,NJD,home,8477021,15,A. Kerfoot,C,0,0,0,0,0,1,0,0,0.0,15:06,2,20,0,1
2022020276,10,TOR,BUF,home,8477021,15,A. Kerfoot,C,0,0,0,1,0,1,0,0,0.666667,17:52,1,22,2,0
2022020295,10,TOR,NYI,home,8477021,15,A. Kerfoot,C,0,0,0,0,0,1,0,3,0.0,15:17,1,21,1,0
2022020308,10,TOR,NJD,away,8477021,15,A. Kerfoot,C,0,1,1,1,2,1,0,0,0.0,13:27,0,22,0,2
2022020322,10,TOR,MIN,away,8477021,15,A. Kerfoot,C,0,0,0,0,2,0,0,1,1.0,13:26,1,17,0,0
2022020335,10,TOR,PIT,away,8477021,15,A. Kerfoot,C,0,0,0,-1,0,0,0,1,0.0,13:59,0,17,0,1
