ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:TWST,TWST,42.12,360258,42.36,6.24,5.92,-1.97,42.85,62.91,35.34,25.62,111835.75,-1.15,-2.4,-1.85,-2.11,0.42,0,-6.73,-17862,0.27,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:NTLA,NTLA,21.53,760992,21.54,67.29,56.25,-1.69,21.96,28.31,43.16,85.21,81916.62,-0.43,-0.83,-0.98,-0.8,1.41,0,-5.61,-8115,0.57,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:CRSP,CRSP,46.0,1238091,46.0,85.63,83.33,-0.42,46.32,61.57,37.88,71.98,179024.91,-1.96,-2.73,-1.86,-1.98,1.69,0,-5.15,-11286,0.84,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:VCYT,VCYT,31.19,519224,31.24,23.94,22.42,-2.26,31.56,31.92,61.16,54.62,59853.61,1.18,2.09,-1.35,-0.79,0.55,0,-4.18,-13962,0.31,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:BEAM,BEAM,23.44,255596,23.41,29.51,25.1,-1.22,23.67,34.12,38.74,69.66,35526.2,0.16,-0.63,-0.73,-0.86,0.52,0,-3.74,-6559,0.26,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:COIN,COIN,194.26,3360555,194.33,69.42,65.75,-0.72,195.23,270.19,45.71,40.09,2386882.65,-8.94,-11.38,-3.29,-5.04,0.71,0,-3.31,-10181,0.41,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NYSE:TDOC,TDOC,6.8,2324845,6.8,44.64,43.9,-1.01,6.87,10.48,25.68,39.71,39016.89,-0.62,-0.77,-0.29,-0.25,0.49,0,-2.79,-50451,0.25,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:GH,GH,28.96,759846,29.14,5.34,7.76,-1.3,29.27,35.99,44.44,8.45,779189.25,0.5,-0.12,-0.81,-0.98,0.47,0,-2.66,-10187,0.24,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:AMD,AMD,139.74,25469198,139.59,73.92,59.42,-0.16,139.75,156.58,46.83,77.07,14457277.2,-7.27,-6.37,-0.64,-0.87,0.61,0,-2.28,-428574,0.39,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:TER,TER,125.22,364214,125.21,58.91,48.69,-0.1,125.19,153.93,50.4,47.02,212999.22,-6.55,-6.14,-1.2,-1.32,0.4,0,-1.81,-7667,0.15,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:KTOS,KTOS,19.77,1024470,19.82,12.98,13.09,-1.25,20.15,23.37,46.74,30.39,11862.0,-0.11,-0.37,0.03,0.01,4.78,0,-0.9,-3237,1.1,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NYSE:MGA,MGA,39.69,416765,39.66,95.54,83.61,0.32,39.65,46.5,42.72,75.98,180907.02,-1.01,-1.28,0.04,0.7,0.29,0,-0.5,-8215,0.15,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:ZM,ZM,56.58,607921,56.64,64.91,71.63,-0.14,56.57,61.69,42.27,29.58,286181.64,-0.58,-0.78,0.16,0.38,0.41,0,0.3,-15575,0.23,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:IRDM,IRDM,26.7,1004403,26.71,49.36,54.26,-0.82,26.76,29.36,39.37,29.59,366926.7,0.1,-0.04,0.13,-0.1,4.52,0,0.32,-31095,1.29,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:CDNA,CDNA,27.7,345756,27.67,88.53,90.85,-0.32,27.37,29.52,60.69,73.65,13850.0,2.44,2.94,0.51,0.18,0.45,0,0.54,-9839,0.22,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NASDAQ:INTU,INTU,636.15,698065,636.52,36.51,39.88,0.08,633.07,653.72,49.5,24.6,381690.0,-1.86,-0.98,-8.59,-9.62,1.77,0,1.42,-9442,0.57,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
NYSE:OKLO,OKLO,7.85,2314947,7.84,56.9,51.06,0.0,7.71,9.61,49.34,63.74,20621.95,-0.29,-0.36,0.4,0.37,1.57,0,6.8,-23392,0.71,delayed_streaming_900,2,ark_previous,08-14-2024-13-49
