ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:AMD,AMD,140.13,21118686,140.25,57.9,69.26,1.11,139.82,156.59,47.48,29.49,2826414.54,-7.27,-6.34,-0.45,-0.06,0.63,0,-2.01,-810506,0.32,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
NASDAQ:AFRM,AFRM,26.46,1818471,26.46,49.22,55.29,1.11,26.35,30.59,47.11,33.35,50273.24,-1.24,-1.14,0.45,0.23,0.64,0,-1.12,-48116,0.3,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
NASDAQ:ASML,ASML,883.89,514504,884.01,71.16,78.95,1.36,879.38,947.64,48.56,32.75,88389.0,-38.45,-33.03,15.98,19.82,0.5,0,-0.42,-9882,0.27,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
AMEX:KOLD,KOLD,63.5,650134,63.21,80.07,76.08,0.7,62.94,81.54,39.01,56.4,101600.0,3.67,1.68,-2.98,-2.76,1.2,0,-0.16,-35690,0.68,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
AMEX:DRIP,DRIP,10.66,816204,10.71,5.0,5.66,-0.97,10.76,11.85,47.59,1.06,94075.96,0.33,0.33,-0.12,-0.16,0.77,0,0.05,-27887,0.39,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
AMEX:EWJ,EWJ,67.58,2729902,67.55,80.7,82.03,0.48,67.4,72.3,62.93,46.57,298409.85,-0.85,-0.82,0.39,0.09,0.51,0,0.1,-242222,0.22,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
AMEX:FXY,FXY,62.94,52161,62.97,7.38,5.33,0.08,62.91,65.01,54.8,25.45,53499.0,1.11,1.17,-0.01,0.04,0.21,0,0.25,-2670,0.12,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
AMEX:BOIL,BOIL,10.73,6971254,10.75,17.41,17.49,0.42,10.8,11.7,57.87,21.92,20194.05,-1.24,-0.83,0.47,0.42,1.0,0,0.28,-163483,0.52,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
NASDAQ:MSFT,MSFT,417.04,7180361,416.75,78.06,82.93,0.7,415.42,447.99,48.58,46.36,1757448.28,-9.41,-8.9,3.05,3.83,0.51,0,0.54,-204255,0.27,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
NASDAQ:NNE,NNE,8.29,2958529,8.27,38.19,50.37,16.05,7.99,19.52,40.87,18.76,63562.6,-2.38,-2.81,1.43,1.57,4.56,0,21.02,-481006,2.55,delayed_streaming_900,2,turttle_email,08-14-2024-12-31
