ticker,name,close,volume,EMA10|5,Stoch.K|5,Stoch.D|5,ROC|15,VWAP|5,BB.upper,UO,RSI3[1]|5,Value.Traded|5,MACD.signal,MACD.macd,Mom|30,Mom_14|30,relative_volume_intraday|5,Rec.Stoch.RSI|15,change_from_open,volume_change_abs|15,relative_volume_10d_calc,update_mode|5,indicators_bars_count|5,brokername,date
NASDAQ:GRPN,GRPN,12.22,528948,12.22,38.27,36.91,-0.33,12.4,19.86,45.2,52.5,3666.0,-0.93,-1.12,-0.49,-0.48,0.57,0,-5.93,-21366,0.25,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:UVIX,UVIX,4.88,10827310,4.9,61.27,71.0,-2.56,5.0,13.95,42.11,37.37,400741.72,0.73,0.23,-0.84,-1.04,0.83,0,-5.15,-77574,0.46,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:UVXY,UVXY,24.79,5748863,24.79,57.2,66.62,-1.7,25.22,49.79,43.62,35.54,1195792.38,2.93,1.71,-3.02,-3.69,0.61,0,-3.47,-241891,0.34,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:VXX,VXX,48.36,3158923,48.34,58.01,66.65,-1.1,48.84,75.97,44.72,37.29,851522.88,4.05,2.9,-3.73,-4.58,0.39,0,-2.26,-42867,0.23,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:BOIL,BOIL,10.67,7469334,10.7,18.53,16.07,-1.57,10.79,11.69,57.1,32.25,67401.48,-1.24,-0.84,0.46,0.42,0.96,0,-0.26,-4385,0.55,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:SPXS,SPXS,7.9,23094022,7.9,70.49,76.08,-0.69,7.94,9.09,48.37,59.84,1341541.74,0.15,0.13,-0.1,-0.16,0.63,0,-0.19,-1059047,0.34,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:SPDN,SPDN,11.89,2203104,11.89,68.56,75.56,-0.25,11.91,12.46,49.47,46.3,19024.16,0.09,0.08,-0.05,-0.07,0.47,0,-0.08,156066,0.28,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:SPXU,SPXU,29.04,4235151,28.98,70.65,75.64,-0.6,29.1,33.36,48.88,57.41,670592.36,0.54,0.45,-0.33,-0.54,0.54,0,-0.05,-242720,0.31,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
NYSE:BBVA,BBVA,9.9,486217,9.9,65.35,70.36,-0.15,9.89,11.49,56.69,31.59,3958.0,-0.15,-0.21,-0.01,0.05,0.39,0,-0.05,-1165,0.2,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
NASDAQ:ERIC,ERIC,6.87,8786219,6.87,25.0,25.0,0.07,6.86,6.94,55.68,13.57,173464.82,0.11,0.11,-0.04,-0.02,0.58,0,0.15,-302890,0.39,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:QID,QID,40.87,3659102,40.79,83.38,85.55,-0.73,40.93,46.49,46.89,73.05,344457.36,1.13,0.94,-0.06,-0.33,0.54,0,0.57,-106897,0.35,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:UNG,UNG,14.86,4579972,14.87,26.48,20.61,-0.87,14.9,15.15,58.73,42.82,114808.36,-0.7,-0.42,0.6,0.64,1.38,0,0.88,-9116,0.73,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:SCO,SCO,16.66,851580,16.69,61.6,70.63,0.6,16.64,18.45,38.3,44.98,38684.52,0.32,0.18,0.1,0.12,0.63,0,1.03,-23047,0.4,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:TWM,TWM,10.73,1622208,10.69,78.92,83.28,0.56,10.66,11.49,53.12,51.74,244322.1,-0.05,0.09,0.1,0.06,0.44,0,2.48,-49349,0.23,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:NVDQ,NVDQ,5.58,9515932,5.57,71.97,74.52,-2.28,5.66,8.2,44.46,73.13,270222.66,0.11,-0.03,-0.18,-0.29,0.78,0,2.57,-290805,0.55,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:TZA,TZA,17.04,10863289,16.96,76.2,80.26,0.74,16.88,18.78,52.15,52.93,1318560.1,-0.17,0.15,0.25,0.12,0.47,0,3.43,-522586,0.32,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:LABD,LABD,6.48,7133323,6.46,82.21,84.06,0.62,6.42,7.17,52.75,72.74,508783.68,-0.12,-0.04,0.11,0.18,0.64,0,4.35,-226796,0.36,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
AMEX:YANG,YANG,9.5,3267163,9.46,85.1,91.07,1.44,9.37,10.03,48.41,98.51,804240.47,0.28,0.23,0.61,0.52,0.85,0,4.51,445037,0.5,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
NASDAQ:VCNX,VCNX,4.95,11338,4.94,86.06,85.11,5.85,4.96,8.72,52.84,70.04,990.8,-0.4,-0.54,0.29,0.33,0.11,-1,6.08,-1366,0.05,delayed_streaming_900,2,premarket_losers_marketchameleon_news,08-14-2024-12-58
