game_id,team_id,team,opponent,home_away,player_id,sweater_number,name,position,goals,assists,points,plus_minus,pim,hits,power_play_goals,shots_on_goal,faceoff_pct,time_on_ice,blocked_shots,shifts,giveaways,takeaways
2022020057,21,COL,WPG,home,8477320,36,A. Blidh,L,0,0,0,0,0,1,0,1,0.0,06:03,0,9,0,0
2022020261,21,COL,CAR,away,8477320,36,A. Blidh,L,0,0,0,0,2,4,0,0,0.0,05:51,1,8,0,0
2022020278,21,COL,WSH,away,8477320,36,A. Blidh,L,0,0,0,0,0,2,0,0,0.0,06:16,0,9,0,0
2022020298,21,COL,DAL,away,8477320,36,A. Blidh,L,0,0,0,0,0,0,0,1,0.0,04:16,0,7,0,0
2022020339,21,COL,DAL,home,8477320,36,A. Blidh,L,0,0,0,0,0,1,0,0,0.0,07:35,1,13,0,0
2022020357,21,COL,WPG,away,8477320,36,A. Blidh,L,0,0,0,-1,0,3,0,3,0.0,10:27,0,14,0,0
2022020365,21,COL,BUF,away,8477320,36,A. Blidh,L,0,0,0,-1,2,0,0,0,0.0,06:37,0,16,0,0
2022020008,21,COL,CHI,home,8471699,11,A. Cogliano,C,1,0,1,1,0,0,0,4,0.0,13:51,0,21,0,0
2022020018,21,COL,CGY,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,11:43,1,17,0,0
2022020045,21,COL,MIN,away,8471699,11,A. Cogliano,C,0,1,1,1,0,1,0,1,0.0,13:25,1,21,1,0
2022020057,21,COL,WPG,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,14:18,1,21,0,0
2022020073,21,COL,SEA,home,8471699,11,A. Cogliano,C,0,0,0,0,2,2,0,1,0.0,13:54,0,23,0,1
2022020086,21,COL,VGK,away,8471699,11,A. Cogliano,C,0,0,0,0,0,2,0,1,0.0,14:57,2,23,0,1
2022020099,21,COL,NYR,away,8471699,11,A. Cogliano,C,0,1,1,1,0,1,0,2,0.0,13:57,1,22,0,0
2022020123,21,COL,NJD,away,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,2,0.0,14:01,2,20,0,0
2022020135,21,COL,NYI,away,8471699,11,A. Cogliano,C,0,0,0,0,0,2,0,2,1.0,12:13,0,20,0,0
2022020175,21,COL,CBJ,home,8471699,11,A. Cogliano,C,0,0,0,-1,0,0,0,1,0.0,12:41,1,19,0,0
2022020185,21,COL,CBJ,away,8471699,11,A. Cogliano,C,0,0,0,1,0,1,0,0,0.0,12:39,1,17,0,0
2022020219,21,COL,NSH,home,8471699,11,A. Cogliano,C,0,0,0,2,0,2,0,2,1.0,15:38,0,24,0,0
2022020233,21,COL,CAR,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,2,0.0,14:19,1,26,0,0
2022020247,21,COL,STL,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,2,0.0,14:04,0,24,0,0
2022020261,21,COL,CAR,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.5,15:43,1,23,0,0
2022020278,21,COL,WSH,away,8471699,11,A. Cogliano,C,1,0,1,1,0,0,0,2,0.5,14:26,1,22,0,2
2022020298,21,COL,DAL,away,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,1,0.0,12:42,0,20,0,0
2022020317,21,COL,VAN,home,8471699,11,A. Cogliano,C,0,0,0,-2,0,0,0,1,1.0,15:01,0,27,0,0
2022020339,21,COL,DAL,home,8471699,11,A. Cogliano,C,1,0,1,1,0,0,0,2,0.4,12:58,0,24,0,1
2022020357,21,COL,WPG,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,13:13,0,20,1,0
2022020365,21,COL,BUF,away,8471699,11,A. Cogliano,C,0,1,1,1,0,0,0,1,0.0,16:23,0,27,1,0
2023020030,21,COL,SJS,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.2,11:07,0,19,0,0
2023020046,21,COL,SEA,away,8471699,11,A. Cogliano,C,0,1,1,1,2,0,0,1,0.2,09:20,1,19,1,0
2023020061,21,COL,CHI,home,8471699,11,A. Cogliano,C,0,1,1,1,0,1,0,1,0.666667,09:54,0,16,0,1
2023020076,21,COL,CAR,home,8471699,11,A. Cogliano,C,0,1,1,2,0,0,0,0,1.0,11:17,1,24,0,0
2023020090,21,COL,NYI,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,1.0,09:50,0,18,0,0
2023020105,21,COL,PIT,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,1.0,08:49,0,15,1,1
2023020126,21,COL,BUF,away,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,0,0.5,12:08,0,20,0,0
2023020143,21,COL,STL,home,8471699,11,A. Cogliano,C,0,0,0,0,2,0,0,0,0.75,10:15,0,16,0,0
2023020173,21,COL,VGK,away,8471699,11,A. Cogliano,C,0,0,0,-1,0,0,0,0,0.0,08:04,0,15,0,1
2023020188,21,COL,NJD,home,8471699,11,A. Cogliano,C,0,0,0,-1,0,0,0,1,0.25,09:20,2,17,0,1
2023020201,21,COL,SEA,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,10:13,0,18,1,0
2023020240,21,COL,ANA,home,8471699,11,A. Cogliano,C,1,0,1,3,0,0,0,1,0.0,10:46,0,20,0,0
2023020264,21,COL,DAL,away,8471699,11,A. Cogliano,C,1,0,1,1,0,1,0,1,0.333333,10:07,0,21,0,0
2023020275,21,COL,NSH,away,8471699,11,A. Cogliano,C,1,0,1,1,0,0,0,1,0.0,10:08,1,18,0,0
2023020291,21,COL,VAN,home,8471699,11,A. Cogliano,C,0,0,0,-1,0,1,0,0,0.0,12:24,0,21,0,1
2023020306,21,COL,MIN,away,8471699,11,A. Cogliano,C,0,1,1,1,0,0,0,0,0.0,10:34,0,18,0,0
2023020313,21,COL,CGY,home,8471699,11,A. Cogliano,C,0,0,0,-1,0,0,0,1,0.6,12:28,2,21,0,0
2023020324,21,COL,TBL,home,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,1,0.0,10:10,0,18,0,1
2023020350,21,COL,ARI,away,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,0,0.0,10:18,0,16,0,0
2023020366,21,COL,ANA,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.5,10:38,1,17,1,0
2023020373,21,COL,LAK,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.5,13:08,0,17,0,0
2023020402,21,COL,WPG,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,1.0,08:40,0,13,0,0
2023020417,21,COL,PHI,home,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,1,0.0,09:52,0,15,0,2
2023020431,21,COL,CGY,home,8471699,11,A. Cogliano,C,0,1,1,1,0,0,0,2,0.5,09:59,0,18,0,0
2023020445,21,COL,BUF,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.5,10:06,0,19,0,0
2023020467,21,COL,WPG,away,8471699,11,A. Cogliano,C,0,0,0,-2,0,0,0,2,0.0,10:44,0,16,0,0
2023020477,21,COL,SJS,home,8471699,11,A. Cogliano,C,0,1,1,1,0,1,0,3,1.0,11:52,2,19,0,0
2023020525,21,COL,ARI,home,8471699,11,A. Cogliano,C,0,1,1,1,0,0,0,1,1.0,14:20,1,21,0,1
2023020537,21,COL,ARI,away,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,0,0.0,12:55,0,21,0,0
2023020552,21,COL,STL,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,1.0,16:02,0,25,0,1
2023020571,21,COL,SJS,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,3,1.0,12:51,0,18,0,0
2023020582,21,COL,NYI,home,8471699,11,A. Cogliano,C,0,0,0,0,2,1,0,0,0.0,10:26,1,20,0,0
2023020593,21,COL,DAL,away,8471699,11,A. Cogliano,C,0,0,0,-1,0,0,0,1,1.0,08:15,0,16,0,0
2023020606,21,COL,FLA,home,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,1,0.4,15:16,0,24,1,0
2023020624,21,COL,BOS,home,8471699,11,A. Cogliano,C,0,0,0,0,2,0,0,0,0.25,10:29,1,20,0,0
2023020637,21,COL,VGK,home,8471699,11,A. Cogliano,C,0,0,0,0,2,1,0,1,0.5,11:06,0,19,0,0
2023020662,21,COL,TOR,away,8471699,11,A. Cogliano,C,1,0,1,1,0,1,0,1,0.0,12:34,0,21,0,0
2023020678,21,COL,MTL,away,8471699,11,A. Cogliano,C,0,0,0,-1,0,0,0,1,0.0,13:44,1,19,1,0
2023020682,21,COL,OTT,away,8471699,11,A. Cogliano,C,0,0,0,1,0,0,0,0,0.0,10:33,2,18,1,0
2023020692,21,COL,BOS,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.0,12:59,0,19,0,0
2023020707,21,COL,PHI,away,8471699,11,A. Cogliano,C,0,0,0,-2,0,2,0,1,0.0,16:10,1,24,0,0
2023020742,21,COL,WSH,home,8471699,11,A. Cogliano,C,0,1,1,0,0,0,0,3,0.5,13:59,1,21,0,0
2023020757,21,COL,LAK,home,8471699,11,A. Cogliano,C,0,1,1,1,0,0,0,2,0.0,12:17,1,21,0,0
2023020781,21,COL,NYR,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.0,09:35,0,14,0,0
2023020787,21,COL,NJD,away,8471699,11,A. Cogliano,C,0,0,0,-1,0,1,0,0,0.5,09:05,0,13,1,0
2023020799,21,COL,CAR,away,8471699,11,A. Cogliano,C,0,1,1,0,0,0,0,0,0.25,09:31,1,16,0,0
2023020809,21,COL,FLA,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,2,0.0,09:20,1,14,1,0
2023020828,21,COL,WSH,away,8471699,11,A. Cogliano,C,0,1,1,2,0,1,0,0,0.666667,08:52,1,17,0,0
2023020842,21,COL,TBL,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.25,09:27,1,15,0,0
2023020864,21,COL,ARI,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,1.0,10:22,1,19,0,1
2023020881,21,COL,VAN,home,8471699,11,A. Cogliano,C,0,0,0,0,0,2,0,0,0.0,08:48,2,12,1,0
2023020908,21,COL,TOR,home,8471699,11,A. Cogliano,C,1,0,1,1,0,0,0,1,0.0,07:42,1,11,0,0
2023020936,21,COL,DAL,home,8471699,11,A. Cogliano,C,1,1,2,2,0,1,0,3,1.0,10:18,0,19,0,0
2023020949,21,COL,CHI,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,10:31,2,18,0,0
2023020959,21,COL,NSH,away,8471699,11,A. Cogliano,C,0,0,0,0,2,0,0,1,1.0,11:41,2,17,1,0
2023020979,21,COL,CHI,home,8471699,11,A. Cogliano,C,0,0,0,0,4,0,0,1,0.5,10:16,1,17,0,0
2023020991,21,COL,DET,home,8471699,11,A. Cogliano,C,0,0,0,1,0,0,0,1,0.166667,12:52,0,20,0,0
2023021006,21,COL,MIN,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.6,09:50,0,18,0,0
2023021039,21,COL,CGY,away,8471699,11,A. Cogliano,C,0,1,1,-1,0,1,0,2,0.5,11:02,0,19,1,0
2023021044,21,COL,VAN,away,8471699,11,A. Cogliano,C,0,0,0,-1,0,1,0,1,0.0,08:05,0,15,0,0
2023021070,21,COL,EDM,away,8471699,11,A. Cogliano,C,0,0,0,0,0,3,0,1,0.0,09:12,1,13,0,0
2023021089,21,COL,STL,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.0,09:17,1,17,0,0
2023021111,21,COL,CBJ,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,09:26,0,14,2,0
2023021125,21,COL,PIT,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,06:50,0,11,0,0
2023021144,21,COL,MTL,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,10:18,0,13,0,0
2023021159,21,COL,NYR,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,4,0.0,06:51,3,15,0,0
2023021169,21,COL,NSH,home,8471699,11,A. Cogliano,C,0,0,0,1,0,0,0,0,0.333333,10:48,1,21,0,0
2023021181,21,COL,CBJ,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.0,08:09,0,10,0,0
2023021207,21,COL,MIN,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.0,09:49,1,13,0,0
2023021214,21,COL,EDM,away,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,0,0.0,09:23,0,17,0,0
2023021236,21,COL,DAL,home,8471699,11,A. Cogliano,C,0,0,0,0,0,1,0,0,0.0,08:28,0,14,0,0
2023021248,21,COL,MIN,home,8471699,11,A. Cogliano,C,0,0,0,0,0,0,0,1,0.0,10:03,0,16,0,0
2023021272,21,COL,WPG,home,8471699,11,A. Cogliano,C,0,0,0,0,0,3,0,1,0.0,11:22,0,18,0,1
2023021284,21,COL,VGK,away,8471699,11,A. Cogliano,C,0,0,0,0,0,3,0,0,0.333333,10:11,0,18,0,0
2023021310,21,COL,EDM,home,8471699,11,A. Cogliano,C,0,0,0,1,0,1,0,0,0.0,12:13,1,20,0,1
2022020247,21,COL,STL,home,8477971,88,A. Englund,D,0,0,0,0,0,3,0,1,0.0,10:27,0,17,0,1
2022020261,21,COL,CAR,away,8477971,88,A. Englund,D,0,0,0,-1,0,3,0,0,0.0,08:26,2,10,0,0
2022020278,21,COL,WSH,away,8477971,88,A. Englund,D,0,0,0,0,0,2,0,0,0.0,13:58,1,17,1,0
2022020298,21,COL,DAL,away,8477971,88,A. Englund,D,0,1,1,0,0,6,0,1,0.0,11:07,0,17,1,0
